author,prob,chunk_id
Hesiod,0.002380952,Hesiod_Theogony-4
Hesiod,0.002380952,Hesiod_Theogony-5
Hesiod,0.002380952,Hesiod_Theogony-6
Hesiod,0.002380952,Hesiod_Theogony-7
Hesiod,0.002380952,Hesiod_Theogony-8
Hesiod,0.002380952,Hesiod_Theogony-9
Hesiod,0.002380952,Hesiod_Works-1
Hesiod,0.002380952,Hesiod_Works-10
Hesiod,0.002380952,Hesiod_Works-11
Hesiod,0.002380952,Hesiod_Works-12
Hesiod,0.002380952,Hesiod_Works-13
Hesiod,0,Hesiod_Works-14
Hesiod,0.002380952,Hesiod_Works-2
Hesiod,0.002380952,Hesiod_Works-3
Hesiod,0.002380952,Hesiod_Works-4
Hesiod,0.002380952,Hesiod_Works-5
Hesiod,0.002380952,Hesiod_Works-6
Hesiod,0.002380952,Hesiod_Works-7
Hesiod,0.002380952,Hesiod_Works-8
Hesiod,0.002380952,Hesiod_Works-9
IlHomer,0.000340136,Homer_Iliad1-4-1
IlHomer,0.000340136,Homer_Iliad1-4-10
IlHomer,0.000340136,Homer_Iliad1-4-11
IlHomer,0.000340136,Homer_Iliad1-4-12
IlHomer,0.000340136,Homer_Iliad1-4-13
IlHomer,0.000340136,Homer_Iliad1-4-14
IlHomer,0.000340136,Homer_Iliad1-4-15
IlHomer,0.000340136,Homer_Iliad1-4-16
IlHomer,0.000340136,Homer_Iliad1-4-17
IlHomer,0.000340136,Homer_Iliad1-4-18
IlHomer,0.000340136,Homer_Iliad1-4-19
IlHomer,0.000340136,Homer_Iliad1-4-2
IlHomer,0.000340136,Homer_Iliad1-4-20
IlHomer,0.000340136,Homer_Iliad1-4-21
IlHomer,0.000340136,Homer_Iliad1-4-22
IlHomer,0.000340136,Homer_Iliad1-4-23
IlHomer,0.000340136,Homer_Iliad1-4-24
IlHomer,0.000340136,Homer_Iliad1-4-25
IlHomer,0.000340136,Homer_Iliad1-4-26
IlHomer,0.000340136,Homer_Iliad1-4-27
IlHomer,0.000340136,Homer_Iliad1-4-28
IlHomer,0.000340136,Homer_Iliad1-4-29
IlHomer,0.000340136,Homer_Iliad1-4-3
IlHomer,0.000340136,Homer_Iliad1-4-30
IlHomer,0.000340136,Homer_Iliad1-4-31
IlHomer,0.000340136,Homer_Iliad1-4-32
IlHomer,0.000340136,Homer_Iliad1-4-33
IlHomer,0.000340136,Homer_Iliad1-4-34
IlHomer,0.000340136,Homer_Iliad1-4-35
IlHomer,0.000340136,Homer_Iliad1-4-36
IlHomer,0.000340136,Homer_Iliad1-4-37
IlHomer,0.000340136,Homer_Iliad1-4-38
IlHomer,0.000340136,Homer_Iliad1-4-39
IlHomer,0.000340136,Homer_Iliad1-4-4
IlHomer,0,Homer_Iliad1-4-40
IlHomer,0.000340136,Homer_Iliad1-4-5
IlHomer,0.000340136,Homer_Iliad1-4-6
IlHomer,0.000340136,Homer_Iliad1-4-7
IlHomer,0.000340136,Homer_Iliad1-4-8
IlHomer,0.000340136,Homer_Iliad1-4-9
IlHomer,0.000340136,Homer_Iliad13-16-1
IlHomer,0.000340136,Homer_Iliad13-16-10
IlHomer,0.000340136,Homer_Iliad13-16-11
IlHomer,0.000340136,Homer_Iliad13-16-12
IlHomer,0.000340136,Homer_Iliad13-16-13
IlHomer,0.000340136,Homer_Iliad13-16-14
IlHomer,0.000340136,Homer_Iliad13-16-15
IlHomer,0.000340136,Homer_Iliad13-16-16
IlHomer,0.000340136,Homer_Iliad13-16-17
IlHomer,0.000340136,Homer_Iliad13-16-18
IlHomer,0.000340136,Homer_Iliad13-16-19
IlHomer,0.000340136,Homer_Iliad13-16-2
IlHomer,0.000340136,Homer_Iliad13-16-20
IlHomer,0.000340136,Homer_Iliad13-16-21
IlHomer,0.000340136,Homer_Iliad13-16-22
IlHomer,0.000340136,Homer_Iliad13-16-23
IlHomer,0.000340136,Homer_Iliad13-16-24
IlHomer,0.000340136,Homer_Iliad13-16-25
IlHomer,0.000340136,Homer_Iliad13-16-26
IlHomer,0.000340136,Homer_Iliad13-16-27
IlHomer,0.000340136,Homer_Iliad13-16-28
IlHomer,0.000340136,Homer_Iliad13-16-29
IlHomer,0.000340136,Homer_Iliad13-16-3
IlHomer,0.000340136,Homer_Iliad13-16-30
IlHomer,0.000340136,Homer_Iliad13-16-31
IlHomer,0.000340136,Homer_Iliad13-16-32
IlHomer,0.000340136,Homer_Iliad13-16-33
IlHomer,0.000340136,Homer_Iliad13-16-34
IlHomer,0.000340136,Homer_Iliad13-16-35
IlHomer,0.000340136,Homer_Iliad13-16-36
IlHomer,0.000340136,Homer_Iliad13-16-37
IlHomer,0.000340136,Homer_Iliad13-16-38
IlHomer,0.000340136,Homer_Iliad13-16-39
IlHomer,0.000340136,Homer_Iliad13-16-4
IlHomer,0.000340136,Homer_Iliad13-16-40
IlHomer,0.000340136,Homer_Iliad13-16-41
IlHomer,0.000340136,Homer_Iliad13-16-42
IlHomer,0.000340136,Homer_Iliad13-16-43
IlHomer,0.000340136,Homer_Iliad13-16-44
IlHomer,0.000340136,Homer_Iliad13-16-45
IlHomer,0.000340136,Homer_Iliad13-16-46
IlHomer,0,Homer_Iliad13-16-47
IlHomer,0.000340136,Homer_Iliad13-16-5
IlHomer,0.000340136,Homer_Iliad13-16-6
IlHomer,0.000340136,Homer_Iliad13-16-7
IlHomer,0.000340136,Homer_Iliad13-16-8
IlHomer,0.000340136,Homer_Iliad13-16-9
IlHomer,0.000340136,Homer_Iliad17-20-1
IlHomer,0.000340136,Homer_Iliad17-20-10
IlHomer,0.000340136,Homer_Iliad17-20-11
IlHomer,0.000340136,Homer_Iliad17-20-12
IlHomer,0.000340136,Homer_Iliad17-20-13
IlHomer,0.000340136,Homer_Iliad17-20-14
IlHomer,0.000340136,Homer_Iliad17-20-15
IlHomer,0.000340136,Homer_Iliad17-20-16
IlHomer,0.000340136,Homer_Iliad17-20-17
IlHomer,0.000340136,Homer_Iliad17-20-18
IlHomer,0.000340136,Homer_Iliad17-20-19
IlHomer,0.000340136,Homer_Iliad17-20-2
IlHomer,0.000340136,Homer_Iliad17-20-20
IlHomer,0.000340136,Homer_Iliad17-20-21
IlHomer,0.000340136,Homer_Iliad17-20-22
IlHomer,0.000340136,Homer_Iliad17-20-23
IlHomer,0.000340136,Homer_Iliad17-20-24
IlHomer,0.000340136,Homer_Iliad17-20-25
IlHomer,0.000340136,Homer_Iliad17-20-26
IlHomer,0.000340136,Homer_Iliad17-20-27
IlHomer,0.000340136,Homer_Iliad17-20-28
IlHomer,0.000340136,Homer_Iliad17-20-29
IlHomer,0.000340136,Homer_Iliad17-20-3
IlHomer,0.000340136,Homer_Iliad17-20-30
IlHomer,0.000340136,Homer_Iliad17-20-31
IlHomer,0.000340136,Homer_Iliad17-20-32
IlHomer,0.000340136,Homer_Iliad17-20-33
IlHomer,0.000340136,Homer_Iliad17-20-34
IlHomer,0.000340136,Homer_Iliad17-20-35
IlHomer,0.000340136,Homer_Iliad17-20-36
IlHomer,0,Homer_Iliad17-20-37
IlHomer,0.000340136,Homer_Iliad17-20-4
IlHomer,0.000340136,Homer_Iliad17-20-5
IlHomer,0.000340136,Homer_Iliad17-20-6
IlHomer,0.000340136,Homer_Iliad17-20-7
IlHomer,0.000340136,Homer_Iliad17-20-8
IlHomer,0.000340136,Homer_Iliad17-20-9
IlHomer,0.000340136,Homer_Iliad21-24-1
IlHomer,0.000340136,Homer_Iliad21-24-10
IlHomer,0.000340136,Homer_Iliad21-24-11
IlHomer,0.000340136,Homer_Iliad21-24-12
IlHomer,0.000340136,Homer_Iliad21-24-13
IlHomer,0.000340136,Homer_Iliad21-24-14
IlHomer,0.000340136,Homer_Iliad21-24-15
IlHomer,0.000340136,Homer_Iliad21-24-16
IlHomer,0.000340136,Homer_Iliad21-24-17
IlHomer,0.000340136,Homer_Iliad21-24-18
IlHomer,0.000340136,Homer_Iliad21-24-19
IlHomer,0.000340136,Homer_Iliad21-24-2
IlHomer,0.000340136,Homer_Iliad21-24-20
IlHomer,0.000340136,Homer_Iliad21-24-21
IlHomer,0.000340136,Homer_Iliad21-24-22
IlHomer,0.000340136,Homer_Iliad21-24-23
IlHomer,0.000340136,Homer_Iliad21-24-24
IlHomer,0.000340136,Homer_Iliad21-24-25
IlHomer,0.000340136,Homer_Iliad21-24-26
IlHomer,0.000340136,Homer_Iliad21-24-27
IlHomer,0.000340136,Homer_Iliad21-24-28
IlHomer,0.000340136,Homer_Iliad21-24-29
IlHomer,0.000340136,Homer_Iliad21-24-3
IlHomer,0.000340136,Homer_Iliad21-24-30
IlHomer,0.000340136,Homer_Iliad21-24-31
IlHomer,0.000340136,Homer_Iliad21-24-32
IlHomer,0.000340136,Homer_Iliad21-24-33
IlHomer,0.000340136,Homer_Iliad21-24-34
IlHomer,0.000340136,Homer_Iliad21-24-35
IlHomer,0.000340136,Homer_Iliad21-24-36
IlHomer,0.000340136,Homer_Iliad21-24-37
IlHomer,0.000340136,Homer_Iliad21-24-38
IlHomer,0.000340136,Homer_Iliad21-24-39
IlHomer,0.000340136,Homer_Iliad21-24-4
IlHomer,0.000340136,Homer_Iliad21-24-40
IlHomer,0.000340136,Homer_Iliad21-24-41
IlHomer,0.000340136,Homer_Iliad21-24-42
IlHomer,0.000340136,Homer_Iliad21-24-43
IlHomer,0.000340136,Homer_Iliad21-24-44
IlHomer,0.000340136,Homer_Iliad21-24-45
IlHomer,0,Homer_Iliad21-24-46
IlHomer,0.000340136,Homer_Iliad21-24-5
IlHomer,0.000340136,Homer_Iliad21-24-6
IlHomer,0.000340136,Homer_Iliad21-24-7
IlHomer,0.000340136,Homer_Iliad21-24-8
IlHomer,0.000340136,Homer_Iliad21-24-9
IlHomer,0.000340136,Homer_Iliad5-8-1
IlHomer,0.000340136,Homer_Iliad5-8-10
IlHomer,0.000340136,Homer_Iliad5-8-11
IlHomer,0.000340136,Homer_Iliad5-8-12
IlHomer,0.000340136,Homer_Iliad5-8-13
IlHomer,0.000340136,Homer_Iliad5-8-14
IlHomer,0.000340136,Homer_Iliad5-8-15
IlHomer,0.000340136,Homer_Iliad5-8-16
IlHomer,0.000340136,Homer_Iliad5-8-17
IlHomer,0.000340136,Homer_Iliad5-8-18
IlHomer,0.000340136,Homer_Iliad5-8-19
IlHomer,0.000340136,Homer_Iliad5-8-2
IlHomer,0.000340136,Homer_Iliad5-8-20
IlHomer,0.000340136,Homer_Iliad5-8-21
IlHomer,0.000340136,Homer_Iliad5-8-22
IlHomer,0.000340136,Homer_Iliad5-8-23
IlHomer,0.000340136,Homer_Iliad5-8-24
IlHomer,0.000340136,Homer_Iliad5-8-25
IlHomer,0.000340136,Homer_Iliad5-8-26
IlHomer,0.000340136,Homer_Iliad5-8-27
IlHomer,0.000340136,Homer_Iliad5-8-28
IlHomer,0.000340136,Homer_Iliad5-8-29
IlHomer,0.000340136,Homer_Iliad5-8-3
IlHomer,0.000340136,Homer_Iliad5-8-30
IlHomer,0.000340136,Homer_Iliad5-8-31
IlHomer,0.000340136,Homer_Iliad5-8-32
IlHomer,0.000340136,Homer_Iliad5-8-33
IlHomer,0.000340136,Homer_Iliad5-8-34
IlHomer,0.000340136,Homer_Iliad5-8-35
IlHomer,0.000340136,Homer_Iliad5-8-36
IlHomer,0.000340136,Homer_Iliad5-8-37
IlHomer,0.000340136,Homer_Iliad5-8-38
IlHomer,0,Homer_Iliad5-8-39
IlHomer,0.000340136,Homer_Iliad5-8-4
IlHomer,0.000340136,Homer_Iliad5-8-5
IlHomer,0.000340136,Homer_Iliad5-8-6
IlHomer,0.000340136,Homer_Iliad5-8-7
IlHomer,0.000340136,Homer_Iliad5-8-8
IlHomer,0.000340136,Homer_Iliad5-8-9
IlHomer,0.000340136,Homer_Iliad9-12-1
IlHomer,0.000340136,Homer_Iliad9-12-10
IlHomer,0.000340136,Homer_Iliad9-12-11
IlHomer,0.000340136,Homer_Iliad9-12-12
IlHomer,0.000340136,Homer_Iliad9-12-13
IlHomer,0.000340136,Homer_Iliad9-12-14
IlHomer,0.000340136,Homer_Iliad9-12-15
IlHomer,0.000340136,Homer_Iliad9-12-16
IlHomer,0.000340136,Homer_Iliad9-12-17
IlHomer,0.000340136,Homer_Iliad9-12-18
IlHomer,0.000340136,Homer_Iliad9-12-19
IlHomer,0.000340136,Homer_Iliad9-12-2
IlHomer,0.000340136,Homer_Iliad9-12-20
IlHomer,0.000340136,Homer_Iliad9-12-21
IlHomer,0.000340136,Homer_Iliad9-12-22
IlHomer,0.000340136,Homer_Iliad9-12-23
IlHomer,0.000340136,Homer_Iliad9-12-24
IlHomer,0.000340136,Homer_Iliad9-12-25
IlHomer,0.000340136,Homer_Iliad9-12-26
IlHomer,0.000340136,Homer_Iliad9-12-27
IlHomer,0.000340136,Homer_Iliad9-12-28
IlHomer,0.000340136,Homer_Iliad9-12-29
IlHomer,0.000340136,Homer_Iliad9-12-3
IlHomer,0.000340136,Homer_Iliad9-12-30
IlHomer,0.000340136,Homer_Iliad9-12-31
IlHomer,0.000340136,Homer_Iliad9-12-32
IlHomer,0.000340136,Homer_Iliad9-12-33
IlHomer,0.000340136,Homer_Iliad9-12-34
IlHomer,0.000340136,Homer_Iliad9-12-35
IlHomer,0.000340136,Homer_Iliad9-12-36
IlHomer,0.000340136,Homer_Iliad9-12-37
IlHomer,0.000340136,Homer_Iliad9-12-38
IlHomer,0.000340136,Homer_Iliad9-12-39
IlHomer,0.000340136,Homer_Iliad9-12-4
IlHomer,0.000340136,Homer_Iliad9-12-40
IlHomer,0.000340136,Homer_Iliad9-12-41
IlHomer,0,Homer_Iliad9-12-42
IlHomer,0.000340136,Homer_Iliad9-12-5
IlHomer,0.000340136,Homer_Iliad9-12-6
IlHomer,0.000340136,Homer_Iliad9-12-7
IlHomer,0.000340136,Homer_Iliad9-12-8
IlHomer,0.000340136,Homer_Iliad9-12-9
OdHomer,0.000431779,Homer_Odyssey1-4-1
OdHomer,0.000431779,Homer_Odyssey1-4-10
OdHomer,0.000431779,Homer_Odyssey1-4-11
OdHomer,0.000431779,Homer_Odyssey1-4-12
OdHomer,0.000431779,Homer_Odyssey1-4-13
OdHomer,0.000431779,Homer_Odyssey1-4-14
OdHomer,0.000431779,Homer_Odyssey1-4-15
OdHomer,0.000431779,Homer_Odyssey1-4-16
OdHomer,0.000431779,Homer_Odyssey1-4-17
OdHomer,0.000431779,Homer_Odyssey1-4-18
OdHomer,0.000431779,Homer_Odyssey1-4-19
OdHomer,0.000431779,Homer_Odyssey1-4-2
OdHomer,0.000431779,Homer_Odyssey1-4-20
OdHomer,0.000431779,Homer_Odyssey1-4-21
OdHomer,0.000431779,Homer_Odyssey1-4-22
OdHomer,0.000431779,Homer_Odyssey1-4-23
OdHomer,0.000431779,Homer_Odyssey1-4-24
OdHomer,0.000431779,Homer_Odyssey1-4-25
OdHomer,0.000431779,Homer_Odyssey1-4-26
OdHomer,0.000431779,Homer_Odyssey1-4-27
OdHomer,0.000431779,Homer_Odyssey1-4-28
OdHomer,0.000431779,Homer_Odyssey1-4-29
OdHomer,0.000431779,Homer_Odyssey1-4-3
OdHomer,0.000431779,Homer_Odyssey1-4-30
OdHomer,0.000431779,Homer_Odyssey1-4-31
OdHomer,0.000431779,Homer_Odyssey1-4-32
OdHomer,0.000431779,Homer_Odyssey1-4-33
OdHomer,0.000431779,Homer_Odyssey1-4-34
OdHomer,0.000431779,Homer_Odyssey1-4-35
OdHomer,0.000431779,Homer_Odyssey1-4-36
OdHomer,0,Homer_Odyssey1-4-37
OdHomer,0.000431779,Homer_Odyssey1-4-4
OdHomer,0.000431779,Homer_Odyssey1-4-5
OdHomer,0.000431779,Homer_Odyssey1-4-6
OdHomer,0.000431779,Homer_Odyssey1-4-7
OdHomer,0.000431779,Homer_Odyssey1-4-8
OdHomer,0.000431779,Homer_Odyssey1-4-9
OdHomer,0.000431779,Homer_Odyssey13-16-1
OdHomer,0.000431779,Homer_Odyssey13-16-10
OdHomer,0.000431779,Homer_Odyssey13-16-11
OdHomer,0.000431779,Homer_Odyssey13-16-12
OdHomer,0.000431779,Homer_Odyssey13-16-13
OdHomer,0.000431779,Homer_Odyssey13-16-14
OdHomer,0.000431779,Homer_Odyssey13-16-15
OdHomer,0.000431779,Homer_Odyssey13-16-16
