Label,prob,chunk_id
Diodorus,0.000685871,DiodorusSic_Book11-21
Diodorus,0.000685871,DiodorusSic_Book11-210
Diodorus,0.000685871,DiodorusSic_Book11-211
Diodorus,0.000685871,DiodorusSic_Book11-212
Diodorus,0.000685871,DiodorusSic_Book11-213
Diodorus,0.000685871,DiodorusSic_Book11-214
Diodorus,0.000685871,DiodorusSic_Book11-215
Diodorus,0.000685871,DiodorusSic_Book11-216
Diodorus,0.000685871,DiodorusSic_Book11-217
Diodorus,0.000685871,DiodorusSic_Book11-218
Diodorus,0.000685871,DiodorusSic_Book11-219
Diodorus,0.000685871,DiodorusSic_Book11-22
Diodorus,0.000685871,DiodorusSic_Book11-220
Diodorus,0.000685871,DiodorusSic_Book11-221
Diodorus,0.000685871,DiodorusSic_Book11-222
Diodorus,0.000685871,DiodorusSic_Book11-223
Diodorus,0.000685871,DiodorusSic_Book11-224
Diodorus,0.000685871,DiodorusSic_Book11-225
Diodorus,0.000685871,DiodorusSic_Book11-226
Diodorus,0.000685871,DiodorusSic_Book11-227
Diodorus,0.000685871,DiodorusSic_Book11-228
Diodorus,0.000685871,DiodorusSic_Book11-229
Diodorus,0.000685871,DiodorusSic_Book11-23
Diodorus,0.000685871,DiodorusSic_Book11-230
Diodorus,0.000685871,DiodorusSic_Book11-231
Diodorus,0.000685871,DiodorusSic_Book11-232
Diodorus,0.000685871,DiodorusSic_Book11-233
Diodorus,0.000685871,DiodorusSic_Book11-234
Diodorus,0.000685871,DiodorusSic_Book11-235
Diodorus,0.000685871,DiodorusSic_Book11-236
Diodorus,0.000685871,DiodorusSic_Book11-237
Diodorus,0.000685871,DiodorusSic_Book11-238
Diodorus,0.000685871,DiodorusSic_Book11-239
Diodorus,0.000685871,DiodorusSic_Book11-24
Diodorus,0.000685871,DiodorusSic_Book11-240
Diodorus,0.000685871,DiodorusSic_Book11-241
Diodorus,0.000685871,DiodorusSic_Book11-242
Diodorus,0.000685871,DiodorusSic_Book11-243
Diodorus,0.000685871,DiodorusSic_Book11-25
Diodorus,0.000685871,DiodorusSic_Book11-26
Diodorus,0.000685871,DiodorusSic_Book11-27
Diodorus,0.000685871,DiodorusSic_Book11-28
Diodorus,0.000685871,DiodorusSic_Book11-29
Diodorus,0.000685871,DiodorusSic_Book11-3
Diodorus,0.000685871,DiodorusSic_Book11-30
Diodorus,0.000685871,DiodorusSic_Book11-31
Diodorus,0.000685871,DiodorusSic_Book11-32
Diodorus,0.000685871,DiodorusSic_Book11-33
Diodorus,0.000685871,DiodorusSic_Book11-34
Diodorus,0.000685871,DiodorusSic_Book11-35
Diodorus,0.000685871,DiodorusSic_Book11-36
Diodorus,0.000685871,DiodorusSic_Book11-37
Diodorus,0.000685871,DiodorusSic_Book11-38
Diodorus,0.000685871,DiodorusSic_Book11-39
Diodorus,0.000685871,DiodorusSic_Book11-4
Diodorus,0.000685871,DiodorusSic_Book11-40
Diodorus,0.000685871,DiodorusSic_Book11-41
Diodorus,0.000685871,DiodorusSic_Book11-42
Diodorus,0.000685871,DiodorusSic_Book11-43
Diodorus,0.000685871,DiodorusSic_Book11-44
Diodorus,0.000685871,DiodorusSic_Book11-45
Diodorus,0.000685871,DiodorusSic_Book11-46
Diodorus,0.000685871,DiodorusSic_Book11-47
Diodorus,0.000685871,DiodorusSic_Book11-48
Diodorus,0.000685871,DiodorusSic_Book11-49
Diodorus,0.000685871,DiodorusSic_Book11-5
Diodorus,0.000685871,DiodorusSic_Book11-50
Diodorus,0.000685871,DiodorusSic_Book11-51
Diodorus,0.000685871,DiodorusSic_Book11-52
Diodorus,0.000685871,DiodorusSic_Book11-53
Diodorus,0.000685871,DiodorusSic_Book11-54
Diodorus,0.000685871,DiodorusSic_Book11-55
Diodorus,0.000685871,DiodorusSic_Book11-56
Diodorus,0.000685871,DiodorusSic_Book11-57
Diodorus,0.000685871,DiodorusSic_Book11-58
Diodorus,0.000685871,DiodorusSic_Book11-59
Diodorus,0.000685871,DiodorusSic_Book11-6
Diodorus,0.000685871,DiodorusSic_Book11-60
Diodorus,0.000685871,DiodorusSic_Book11-61
Diodorus,0.000685871,DiodorusSic_Book11-62
Diodorus,0.000685871,DiodorusSic_Book11-63
Diodorus,0.000685871,DiodorusSic_Book11-64
Diodorus,0.000685871,DiodorusSic_Book11-65
Diodorus,0.000685871,DiodorusSic_Book11-66
Diodorus,0.000685871,DiodorusSic_Book11-67
Diodorus,0.000685871,DiodorusSic_Book11-68
Diodorus,0.000685871,DiodorusSic_Book11-69
Diodorus,0.000685871,DiodorusSic_Book11-7
Diodorus,0.000685871,DiodorusSic_Book11-70
Diodorus,0.000685871,DiodorusSic_Book11-71
Diodorus,0.000685871,DiodorusSic_Book11-72
Diodorus,0.000685871,DiodorusSic_Book11-73
Diodorus,0.000685871,DiodorusSic_Book11-74
Diodorus,0.000685871,DiodorusSic_Book11-75
Diodorus,0.000685871,DiodorusSic_Book11-76
Diodorus,0.000685871,DiodorusSic_Book11-77
Diodorus,0.000685871,DiodorusSic_Book11-78
Diodorus,0.000685871,DiodorusSic_Book11-79
Diodorus,0.000685871,DiodorusSic_Book11-8
Diodorus,0.000685871,DiodorusSic_Book11-80
Diodorus,0.000685871,DiodorusSic_Book11-81
Diodorus,0.000685871,DiodorusSic_Book11-82
Diodorus,0.000685871,DiodorusSic_Book11-83
Diodorus,0.000685871,DiodorusSic_Book11-84
Diodorus,0.000685871,DiodorusSic_Book11-85
Diodorus,0.000685871,DiodorusSic_Book11-86
Diodorus,0.000685871,DiodorusSic_Book11-87
Diodorus,0.000685871,DiodorusSic_Book11-88
Diodorus,0.000685871,DiodorusSic_Book11-89
Diodorus,0.000685871,DiodorusSic_Book11-9
Diodorus,0.000685871,DiodorusSic_Book11-90
Diodorus,0.000685871,DiodorusSic_Book11-91
Diodorus,0.000685871,DiodorusSic_Book11-92
Diodorus,0.000685871,DiodorusSic_Book11-93
Diodorus,0.000685871,DiodorusSic_Book11-94
Diodorus,0.000685871,DiodorusSic_Book11-95
Diodorus,0.000685871,DiodorusSic_Book11-96
Diodorus,0.000685871,DiodorusSic_Book11-97
Diodorus,0.000685871,DiodorusSic_Book11-98
Diodorus,0.000685871,DiodorusSic_Book11-99
Herodotus,0.000534188,Herodotus_Book1-1
Herodotus,0.000534188,Herodotus_Book1-10
Herodotus,0.000534188,Herodotus_Book1-100
Herodotus,0.000534188,Herodotus_Book1-101
Herodotus,0.000534188,Herodotus_Book1-102
Herodotus,0.000534188,Herodotus_Book1-103
Herodotus,0.000534188,Herodotus_Book1-104
Herodotus,0.000534188,Herodotus_Book1-105
Herodotus,0.000534188,Herodotus_Book1-106
Herodotus,0.000534188,Herodotus_Book1-107
Herodotus,0.000534188,Herodotus_Book1-108
Herodotus,0.000534188,Herodotus_Book1-109
Herodotus,0.000534188,Herodotus_Book1-11
Herodotus,0.000534188,Herodotus_Book1-110
Herodotus,0.000534188,Herodotus_Book1-111
Herodotus,0.000534188,Herodotus_Book1-112
Herodotus,0.000534188,Herodotus_Book1-113
Herodotus,0.000534188,Herodotus_Book1-114
Herodotus,0.000534188,Herodotus_Book1-115
Herodotus,0.000534188,Herodotus_Book1-116
Herodotus,0.000534188,Herodotus_Book1-117
Herodotus,0.000534188,Herodotus_Book1-118
Herodotus,0.000534188,Herodotus_Book1-119
Herodotus,0.000534188,Herodotus_Book1-12
Herodotus,0.000534188,Herodotus_Book1-120
Herodotus,0.000534188,Herodotus_Book1-121
Herodotus,0.000534188,Herodotus_Book1-122
Herodotus,0.000534188,Herodotus_Book1-123
Herodotus,0.000534188,Herodotus_Book1-124
Herodotus,0.000534188,Herodotus_Book1-125
Herodotus,0.000534188,Herodotus_Book1-126
Herodotus,0.000534188,Herodotus_Book1-127
Herodotus,0.000534188,Herodotus_Book1-128
Herodotus,0.000534188,Herodotus_Book1-129
Herodotus,0.000534188,Herodotus_Book1-13
Herodotus,0.000534188,Herodotus_Book1-130
Herodotus,0.000534188,Herodotus_Book1-131
Herodotus,0.000534188,Herodotus_Book1-132
Herodotus,0.000534188,Herodotus_Book1-133
Herodotus,0.000534188,Herodotus_Book1-134
Herodotus,0.000534188,Herodotus_Book1-135
Herodotus,0.000534188,Herodotus_Book1-136
Herodotus,0.000534188,Herodotus_Book1-137
Herodotus,0.000534188,Herodotus_Book1-138
Herodotus,0.000534188,Herodotus_Book1-139
Herodotus,0.000534188,Herodotus_Book1-14
Herodotus,0.000534188,Herodotus_Book1-140
Herodotus,0.000534188,Herodotus_Book1-141
Herodotus,0.000534188,Herodotus_Book1-142
Herodotus,0.000534188,Herodotus_Book1-143
Herodotus,0.000534188,Herodotus_Book1-144
Herodotus,0.000534188,Herodotus_Book1-145
Herodotus,0.000534188,Herodotus_Book1-146
Herodotus,0.000534188,Herodotus_Book1-147
Herodotus,0.000534188,Herodotus_Book1-148
Herodotus,0.000534188,Herodotus_Book1-149
Herodotus,0.000534188,Herodotus_Book1-15
Herodotus,0.000534188,Herodotus_Book1-150
Herodotus,0.000534188,Herodotus_Book1-151
Herodotus,0.000534188,Herodotus_Book1-152
Herodotus,0.000534188,Herodotus_Book1-153
Herodotus,0.000534188,Herodotus_Book1-154
Herodotus,0.000534188,Herodotus_Book1-155
Herodotus,0.000534188,Herodotus_Book1-156
Herodotus,0.000534188,Herodotus_Book1-157
Herodotus,0.000534188,Herodotus_Book1-158
Herodotus,0.000534188,Herodotus_Book1-159
Herodotus,0.000534188,Herodotus_Book1-16
Herodotus,0.000534188,Herodotus_Book1-160
Herodotus,0.000534188,Herodotus_Book1-161
Herodotus,0.000534188,Herodotus_Book1-162
Herodotus,0.000534188,Herodotus_Book1-163
Herodotus,0.000534188,Herodotus_Book1-164
Herodotus,0.000534188,Herodotus_Book1-165
Herodotus,0.000534188,Herodotus_Book1-166
Herodotus,0.000534188,Herodotus_Book1-167
Herodotus,0.000534188,Herodotus_Book1-168
Herodotus,0.000534188,Herodotus_Book1-169
Herodotus,0.000534188,Herodotus_Book1-17
Herodotus,0.000534188,Herodotus_Book1-170
Herodotus,0.000534188,Herodotus_Book1-171
Herodotus,0.000534188,Herodotus_Book1-172
Herodotus,0.000534188,Herodotus_Book1-173
Herodotus,0.000534188,Herodotus_Book1-174
Herodotus,0.000534188,Herodotus_Book1-175
Herodotus,0.000534188,Herodotus_Book1-176
Herodotus,0.000534188,Herodotus_Book1-177
Herodotus,0.000534188,Herodotus_Book1-178
Herodotus,0.000534188,Herodotus_Book1-179
Herodotus,0.000534188,Herodotus_Book1-18
Herodotus,0.000534188,Herodotus_Book1-180
Herodotus,0.000534188,Herodotus_Book1-181
Herodotus,0.000534188,Herodotus_Book1-182
Herodotus,0.000534188,Herodotus_Book1-183
Herodotus,0.000534188,Herodotus_Book1-184
Herodotus,0.000534188,Herodotus_Book1-185
Herodotus,0.000534188,Herodotus_Book1-186
Herodotus,0.000534188,Herodotus_Book1-187
Herodotus,0.000534188,Herodotus_Book1-188
Herodotus,0.000534188,Herodotus_Book1-189
Herodotus,0.000534188,Herodotus_Book1-19
Herodotus,0.000534188,Herodotus_Book1-190
Herodotus,0.000534188,Herodotus_Book1-191
Herodotus,0.000534188,Herodotus_Book1-192
Herodotus,0.000534188,Herodotus_Book1-193
Herodotus,0.000534188,Herodotus_Book1-194
Herodotus,0.000534188,Herodotus_Book1-195
Herodotus,0.000534188,Herodotus_Book1-196
Herodotus,0.000534188,Herodotus_Book1-197
Herodotus,0.000534188,Herodotus_Book1-198
Herodotus,0.000534188,Herodotus_Book1-199
Herodotus,0.000534188,Herodotus_Book1-2
Herodotus,0.000534188,Herodotus_Book1-20
Herodotus,0.000534188,Herodotus_Book1-200
Herodotus,0.000534188,Herodotus_Book1-201
Herodotus,0.000534188,Herodotus_Book1-202
Herodotus,0.000534188,Herodotus_Book1-203
Herodotus,0.000534188,Herodotus_Book1-204
Herodotus,0.000534188,Herodotus_Book1-205
Herodotus,0.000534188,Herodotus_Book1-206
Herodotus,0.000534188,Herodotus_Book1-207
Herodotus,0.000534188,Herodotus_Book1-208
Herodotus,0.000534188,Herodotus_Book1-209
Herodotus,0.000534188,Herodotus_Book1-21
Herodotus,0.000534188,Herodotus_Book1-210
Herodotus,0.000534188,Herodotus_Book1-211
Herodotus,0.000534188,Herodotus_Book1-212
Herodotus,0.000534188,Herodotus_Book1-213
Herodotus,0.000534188,Herodotus_Book1-214
Herodotus,0.000534188,Herodotus_Book1-215
Herodotus,0.000534188,Herodotus_Book1-216
Herodotus,0.000534188,Herodotus_Book1-217
Herodotus,0.000534188,Herodotus_Book1-218
Herodotus,0.000534188,Herodotus_Book1-219
Herodotus,0.000534188,Herodotus_Book1-22
Herodotus,0.000534188,Herodotus_Book1-220
Herodotus,0.000534188,Herodotus_Book1-221
Herodotus,0.000534188,Herodotus_Book1-222
Herodotus,0.000534188,Herodotus_Book1-223
Herodotus,0.000534188,Herodotus_Book1-224
Herodotus,0.000534188,Herodotus_Book1-225
Herodotus,0.000534188,Herodotus_Book1-226
Herodotus,0.000534188,Herodotus_Book1-227
Herodotus,0.000534188,Herodotus_Book1-228
Herodotus,0.000534188,Herodotus_Book1-229
Herodotus,0.000534188,Herodotus_Book1-23
Herodotus,0.000534188,Herodotus_Book1-230
Herodotus,0.000534188,Herodotus_Book1-231
Herodotus,0.000534188,Herodotus_Book1-232
Herodotus,0.000534188,Herodotus_Book1-233
Herodotus,0.000534188,Herodotus_Book1-234
Herodotus,0.000534188,Herodotus_Book1-235
Herodotus,0.000534188,Herodotus_Book1-236
Herodotus,0.000534188,Herodotus_Book1-237
Herodotus,0.000534188,Herodotus_Book1-238
Herodotus,0.000534188,Herodotus_Book1-239
Herodotus,0.000534188,Herodotus_Book1-24
Herodotus,0.000534188,Herodotus_Book1-240
Herodotus,0.000534188,Herodotus_Book1-241
Herodotus,0.000534188,Herodotus_Book1-242
Herodotus,0.000534188,Herodotus_Book1-243
Herodotus,0.000534188,Herodotus_Book1-244
Herodotus,0.000534188,Herodotus_Book1-245
Herodotus,0.000534188,Herodotus_Book1-246
Herodotus,0.000534188,Herodotus_Book1-247
Herodotus,0.000534188,Herodotus_Book1-248
Herodotus,0.000534188,Herodotus_Book1-249
Herodotus,0.000534188,Herodotus_Book1-25
Herodotus,0.000534188,Herodotus_Book1-250
Herodotus,0.000534188,Herodotus_Book1-251
Herodotus,0.000534188,Herodotus_Book1-252
Herodotus,0.000534188,Herodotus_Book1-253
Herodotus,0.000534188,Herodotus_Book1-254
Herodotus,0.000534188,Herodotus_Book1-255
Herodotus,0.000534188,Herodotus_Book1-256
Herodotus,0.000534188,Herodotus_Book1-257
Herodotus,0.000534188,Herodotus_Book1-258
Herodotus,0.000534188,Herodotus_Book1-259
Herodotus,0.000534188,Herodotus_Book1-26
Herodotus,0.000534188,Herodotus_Book1-260
Herodotus,0.000534188,Herodotus_Book1-261
Herodotus,0.000534188,Herodotus_Book1-262
Herodotus,0.000534188,Herodotus_Book1-263
Herodotus,0.000534188,Herodotus_Book1-264
Herodotus,0.000534188,Herodotus_Book1-265
Herodotus,0.000534188,Herodotus_Book1-266
Herodotus,0.000534188,Herodotus_Book1-267
Herodotus,0.000534188,Herodotus_Book1-268
Herodotus,0.000534188,Herodotus_Book1-269
Herodotus,0.000534188,Herodotus_Book1-27
Herodotus,0.000534188,Herodotus_Book1-270
Herodotus,0.000534188,Herodotus_Book1-271
Herodotus,0.000534188,Herodotus_Book1-272
Herodotus,0.000534188,Herodotus_Book1-273
Herodotus,0.000534188,Herodotus_Book1-274
Herodotus,0.000534188,Herodotus_Book1-275
Herodotus,0.000534188,Herodotus_Book1-276
Herodotus,0.000534188,Herodotus_Book1-277
Herodotus,0.000534188,Herodotus_Book1-278
Herodotus,0.000534188,Herodotus_Book1-279
Herodotus,0.000534188,Herodotus_Book1-28
Herodotus,0.000534188,Herodotus_Book1-280
Herodotus,0.000534188,Herodotus_Book1-281
Herodotus,0.000534188,Herodotus_Book1-282
Herodotus,0.000534188,Herodotus_Book1-283
Herodotus,0.000534188,Herodotus_Book1-284
Herodotus,0.000534188,Herodotus_Book1-285
Herodotus,0.000534188,Herodotus_Book1-286
Herodotus,0.000534188,Herodotus_Book1-287
Herodotus,0.000534188,Herodotus_Book1-288
Herodotus,0.000534188,Herodotus_Book1-289
Herodotus,0.000534188,Herodotus_Book1-29
Herodotus,0.000534188,Herodotus_Book1-290
Herodotus,0.000534188,Herodotus_Book1-291
Herodotus,0.000534188,Herodotus_Book1-292
Herodotus,0.000534188,Herodotus_Book1-293
Herodotus,0.000534188,Herodotus_Book1-294
Herodotus,0.000534188,Herodotus_Book1-295
Herodotus,0.000534188,Herodotus_Book1-296
Herodotus,0.000534188,Herodotus_Book1-297
Herodotus,0.000534188,Herodotus_Book1-298
Herodotus,0.000534188,Herodotus_Book1-299
Herodotus,0.000534188,Herodotus_Book1-3
Herodotus,0.000534188,Herodotus_Book1-30
Herodotus,0.000534188,Herodotus_Book1-300
Herodotus,0.000534188,Herodotus_Book1-301
Herodotus,0.000534188,Herodotus_Book1-302
Herodotus,0.000534188,Herodotus_Book1-303
Herodotus,0.000534188,Herodotus_Book1-304
Herodotus,0.000534188,Herodotus_Book1-305
Herodotus,0.000534188,Herodotus_Book1-306
Herodotus,0.000534188,Herodotus_Book1-307
Herodotus,0.000534188,Herodotus_Book1-308
Herodotus,0.000534188,Herodotus_Book1-309
Herodotus,0.000534188,Herodotus_Book1-31
Herodotus,0.000534188,Herodotus_Book1-310
Herodotus,0.000534188,Herodotus_Book1-311
Herodotus,0.000534188,Herodotus_Book1-312
Herodotus,0.000534188,Herodotus_Book1-32
Herodotus,0.000534188,Herodotus_Book1-33
Herodotus,0.000534188,Herodotus_Book1-34
Herodotus,0.000534188,Herodotus_Book1-35
Herodotus,0.000534188,Herodotus_Book1-36
Herodotus,0.000534188,Herodotus_Book1-37
Herodotus,0.000534188,Herodotus_Book1-38
Herodotus,0.000534188,Herodotus_Book1-39
Herodotus,0.000534188,Herodotus_Book1-4
Herodotus,0.000534188,Herodotus_Book1-40
Herodotus,0.000534188,Herodotus_Book1-41
Herodotus,0.000534188,Herodotus_Book1-42
Herodotus,0.000534188,Herodotus_Book1-43
Herodotus,0.000534188,Herodotus_Book1-44
Herodotus,0.000534188,Herodotus_Book1-45
Herodotus,0.000534188,Herodotus_Book1-46
Herodotus,0.000534188,Herodotus_Book1-47
Herodotus,0.000534188,Herodotus_Book1-48
Herodotus,0.000534188,Herodotus_Book1-49
Herodotus,0.000534188,Herodotus_Book1-5
Herodotus,0.000534188,Herodotus_Book1-50
Herodotus,0.000534188,Herodotus_Book1-51
Herodotus,0.000534188,Herodotus_Book1-52
Herodotus,0.000534188,Herodotus_Book1-53
Herodotus,0.000534188,Herodotus_Book1-54
Herodotus,0.000534188,Herodotus_Book1-55
Herodotus,0.000534188,Herodotus_Book1-56
Herodotus,0.000534188,Herodotus_Book1-57
Herodotus,0.000534188,Herodotus_Book1-58
Herodotus,0.000534188,Herodotus_Book1-59
Herodotus,0.000534188,Herodotus_Book1-6
Herodotus,0.000534188,Herodotus_Book1-60
Herodotus,0.000534188,Herodotus_Book1-61
Herodotus,0.000534188,Herodotus_Book1-62
Herodotus,0.000534188,Herodotus_Book1-63
Herodotus,0.000534188,Herodotus_Book1-64
Herodotus,0.000534188,Herodotus_Book1-65
Herodotus,0.000534188,Herodotus_Book1-66
Herodotus,0.000534188,Herodotus_Book1-67
Herodotus,0.000534188,Herodotus_Book1-68
Herodotus,0.000534188,Herodotus_Book1-69
Herodotus,0.000534188,Herodotus_Book1-7
Herodotus,0.000534188,Herodotus_Book1-70
Herodotus,0.000534188,Herodotus_Book1-71
Herodotus,0.000534188,Herodotus_Book1-72
Herodotus,0.000534188,Herodotus_Book1-73
Herodotus,0.000534188,Herodotus_Book1-74
Herodotus,0.000534188,Herodotus_Book1-75
Herodotus,0.000534188,Herodotus_Book1-76
Herodotus,0.000534188,Herodotus_Book1-77
Herodotus,0.000534188,Herodotus_Book1-78
Herodotus,0.000534188,Herodotus_Book1-79
Herodotus,0.000534188,Herodotus_Book1-8
Herodotus,0.000534188,Herodotus_Book1-80
Herodotus,0.000534188,Herodotus_Book1-81
Herodotus,0.000534188,Herodotus_Book1-82
Herodotus,0.000534188,Herodotus_Book1-83
Herodotus,0.000534188,Herodotus_Book1-84
Herodotus,0.000534188,Herodotus_Book1-85
Herodotus,0.000534188,Herodotus_Book1-86
Herodotus,0.000534188,Herodotus_Book1-87
Herodotus,0.000534188,Herodotus_Book1-88
Herodotus,0.000534188,Herodotus_Book1-89
Herodotus,0.000534188,Herodotus_Book1-9
Herodotus,0.000534188,Herodotus_Book1-90
Herodotus,0.000534188,Herodotus_Book1-91
Herodotus,0.000534188,Herodotus_Book1-92
Herodotus,0.000534188,Herodotus_Book1-93
Herodotus,0.000534188,Herodotus_Book1-94
Herodotus,0.000534188,Herodotus_Book1-95
Herodotus,0.000534188,Herodotus_Book1-96
Herodotus,0.000534188,Herodotus_Book1-97
Herodotus,0.000534188,Herodotus_Book1-98
Herodotus,0.000534188,Herodotus_Book1-99
Lysias,0.001089325,Lysias_SelectedOrations-1
Lysias,0.001089325,Lysias_SelectedOrations-10
Lysias,0.001089325,Lysias_SelectedOrations-100
Lysias,0.001089325,Lysias_SelectedOrations-101
Lysias,0.001089325,Lysias_SelectedOrations-102
Lysias,0.001089325,Lysias_SelectedOrations-103
