Author,prob_ratio,chunk_id
Aeschylus,0.000136166,Aeschylus_Persians-54
Aeschylus,0.000136166,Aeschylus_Persians-55
Aeschylus,0.000136166,Aeschylus_Persians-56
Aeschylus,0.000136166,Aeschylus_Persians-57
Aeschylus,0.000136166,Aeschylus_Persians-58
Aeschylus,0.000136166,Aeschylus_Persians-59
Aeschylus,0.000136166,Aeschylus_Persians-60
Aeschylus,0.000136166,Aeschylus_Persians-61
Aeschylus,0.000136166,Aeschylus_Persians-62
Aeschylus,0.000136166,Aeschylus_Persians-63
Aeschylus,0.000136166,Aeschylus_Persians-64
Aeschylus,0.000136166,Aeschylus_Persians-65
Aeschylus,0.000136166,Aeschylus_Persians-66
Aeschylus,0.000136166,Aeschylus_Persians-67
Aeschylus,0.000136166,Aeschylus_Persians-68
Aeschylus,0.000136166,Aeschylus_Persians-69
Aeschylus,0.000136166,Aeschylus_Persians-70
Aeschylus,0.000136166,Aeschylus_Persians-71
Aeschylus,0.000136166,Aeschylus_Persians-72
Aeschylus,0.000136166,Aeschylus_Persians-73
Aeschylus,0.000136166,Aeschylus_Persians-74
Aeschylus,0.000136166,Aeschylus_Persians-75
Aeschylus,0.000136166,Aeschylus_Persians-76
Aeschylus,0.000136166,Aeschylus_Persians-77
Aeschylus,0.000136166,Aeschylus_Persians-78
Aeschylus,0.000136166,Aeschylus_Persians-79
Aeschylus,0.000136166,Aeschylus_Persians-80
Aeschylus,0.000136166,Aeschylus_Prometheus-1
Aeschylus,0.000136166,Aeschylus_Prometheus-2
Aeschylus,0.000136166,Aeschylus_Prometheus-3
Aeschylus,0.000136166,Aeschylus_Prometheus-4
Aeschylus,0.000136166,Aeschylus_Prometheus-5
Aeschylus,0.000136166,Aeschylus_Prometheus-6
Aeschylus,0.000136166,Aeschylus_Prometheus-7
Aeschylus,0.000136166,Aeschylus_Prometheus-8
Aeschylus,0.000136166,Aeschylus_Prometheus-9
Aeschylus,0.000136166,Aeschylus_Prometheus-10
Aeschylus,0.000136166,Aeschylus_Prometheus-11
Aeschylus,0.000136166,Aeschylus_Prometheus-12
Aeschylus,0.000136166,Aeschylus_Prometheus-13
Aeschylus,0.000136166,Aeschylus_Prometheus-14
Aeschylus,0.000136166,Aeschylus_Prometheus-15
Aeschylus,0.000136166,Aeschylus_Prometheus-16
Aeschylus,0.000136166,Aeschylus_Prometheus-17
Aeschylus,0.000136166,Aeschylus_Prometheus-18
Aeschylus,0.000136166,Aeschylus_Prometheus-19
Aeschylus,0.000136166,Aeschylus_Prometheus-20
Aeschylus,0.000136166,Aeschylus_Prometheus-21
Aeschylus,0.000136166,Aeschylus_Prometheus-22
Aeschylus,0.000136166,Aeschylus_Prometheus-23
Aeschylus,0.000136166,Aeschylus_Prometheus-24
Aeschylus,0.000136166,Aeschylus_Prometheus-25
Aeschylus,0.000136166,Aeschylus_Prometheus-26
Aeschylus,0.000136166,Aeschylus_Prometheus-27
Aeschylus,0.000136166,Aeschylus_Prometheus-28
Aeschylus,0.000136166,Aeschylus_Prometheus-29
Aeschylus,0.000136166,Aeschylus_Prometheus-30
Aeschylus,0.000136166,Aeschylus_Prometheus-31
Aeschylus,0.000136166,Aeschylus_Prometheus-32
Aeschylus,0.000136166,Aeschylus_Prometheus-33
Aeschylus,0.000136166,Aeschylus_Prometheus-34
Aeschylus,0.000136166,Aeschylus_Prometheus-35
Aeschylus,0.000136166,Aeschylus_Prometheus-36
Aeschylus,0.000136166,Aeschylus_Prometheus-37
Aeschylus,0.000136166,Aeschylus_Prometheus-38
Aeschylus,0.000136166,Aeschylus_Prometheus-39
Aeschylus,0.000136166,Aeschylus_Prometheus-40
Aeschylus,0.000136166,Aeschylus_Prometheus-41
Aeschylus,0.000136166,Aeschylus_Prometheus-42
Aeschylus,0.000136166,Aeschylus_Prometheus-43
Aeschylus,0.000136166,Aeschylus_Prometheus-44
Aeschylus,0.000136166,Aeschylus_Prometheus-45
Aeschylus,0.000136166,Aeschylus_Prometheus-46
Aeschylus,0.000136166,Aeschylus_Prometheus-47
Aeschylus,0.000136166,Aeschylus_Prometheus-48
Aeschylus,0.000136166,Aeschylus_Prometheus-49
Aeschylus,0.000136166,Aeschylus_Prometheus-50
Aeschylus,0.000136166,Aeschylus_Prometheus-51
Aeschylus,0.000136166,Aeschylus_Prometheus-52
Aeschylus,0.000136166,Aeschylus_Prometheus-53
Aeschylus,0.000136166,Aeschylus_Prometheus-54
Aeschylus,0.000136166,Aeschylus_Prometheus-55
Aeschylus,0.000136166,Aeschylus_Prometheus-56
Aeschylus,0.000136166,Aeschylus_Prometheus-57
Aeschylus,0.000136166,Aeschylus_Prometheus-58
Aeschylus,0.000136166,Aeschylus_Prometheus-59
Aeschylus,0.000136166,Aeschylus_Prometheus-60
Aeschylus,0.000136166,Aeschylus_Prometheus-61
Aeschylus,0.000136166,Aeschylus_Prometheus-62
Aeschylus,0.000136166,Aeschylus_Prometheus-63
Aeschylus,0.000136166,Aeschylus_Prometheus-64
Aeschylus,0.000136166,Aeschylus_Prometheus-65
Aeschylus,0.000136166,Aeschylus_Prometheus-66
Aeschylus,0.000136166,Aeschylus_Prometheus-67
Aeschylus,0.000136166,Aeschylus_Prometheus-68
Aeschylus,0.000136166,Aeschylus_Prometheus-69
Aeschylus,0.000136166,Aeschylus_Prometheus-70
Aeschylus,0.000136166,Aeschylus_Prometheus-71
Aeschylus,0.000136166,Aeschylus_Prometheus-72
Aeschylus,0.000136166,Aeschylus_Prometheus-73
Aeschylus,0.000136166,Aeschylus_Prometheus-74
Aeschylus,0.000136166,Aeschylus_Prometheus-75
Aeschylus,0.000136166,Aeschylus_Prometheus-76
Aeschylus,0.000136166,Aeschylus_Prometheus-77
Aeschylus,0.000136166,Aeschylus_Prometheus-78
Aeschylus,0.000136166,Aeschylus_Prometheus-79
Aeschylus,0.000136166,Aeschylus_Prometheus-80
Aeschylus,0.000136166,Aeschylus_Prometheus-81
Aeschylus,0.000136166,Aeschylus_Prometheus-82
Aeschylus,0.000136166,Aeschylus_Prometheus-83
Aeschylus,0.000136166,Aeschylus_Prometheus-84
Aeschylus,0.000136166,Aeschylus_Prometheus-85
Aeschylus,0.000136166,Aeschylus_Prometheus-86
Aeschylus,0.000136166,Aeschylus_Prometheus-87
Aeschylus,0.000136166,Aeschylus_Prometheus-88
Aeschylus,0.000136166,Aeschylus_Prometheus-89
Aeschylus,0.000136166,Aeschylus_Prometheus-90
Aeschylus,0.000136166,Aeschylus_Prometheus-91
Aeschylus,0.000136166,Aeschylus_Seven-1
Aeschylus,0.000136166,Aeschylus_Seven-2
Aeschylus,0.000136166,Aeschylus_Seven-3
Aeschylus,0.000136166,Aeschylus_Seven-4
Aeschylus,0.000136166,Aeschylus_Seven-5
Aeschylus,0.000136166,Aeschylus_Seven-6
Aeschylus,0.000136166,Aeschylus_Seven-7
Aeschylus,0.000136166,Aeschylus_Seven-8
Aeschylus,0.000136166,Aeschylus_Seven-9
Aeschylus,0.000136166,Aeschylus_Seven-10
Aeschylus,0.000136166,Aeschylus_Seven-11
Aeschylus,0.000136166,Aeschylus_Seven-12
Aeschylus,0.000136166,Aeschylus_Seven-13
Aeschylus,0.000136166,Aeschylus_Seven-14
Aeschylus,0.000136166,Aeschylus_Seven-15
Aeschylus,0.000136166,Aeschylus_Seven-16
Aeschylus,0.000136166,Aeschylus_Seven-17
Aeschylus,0.000136166,Aeschylus_Seven-18
Aeschylus,0.000136166,Aeschylus_Seven-19
Aeschylus,0.000136166,Aeschylus_Seven-20
Aeschylus,0.000136166,Aeschylus_Seven-21
Aeschylus,0.000136166,Aeschylus_Seven-22
Aeschylus,0.000136166,Aeschylus_Seven-23
Aeschylus,0.000136166,Aeschylus_Seven-24
Aeschylus,0.000136166,Aeschylus_Seven-25
Aeschylus,0.000136166,Aeschylus_Seven-26
Aeschylus,0.000136166,Aeschylus_Seven-27
Aeschylus,0.000136166,Aeschylus_Seven-28
Aeschylus,0.000136166,Aeschylus_Seven-29
Aeschylus,0.000136166,Aeschylus_Seven-30
Aeschylus,0.000136166,Aeschylus_Seven-31
Aeschylus,0.000136166,Aeschylus_Seven-32
Aeschylus,0.000136166,Aeschylus_Seven-33
Aeschylus,0.000136166,Aeschylus_Seven-34
Aeschylus,0.000136166,Aeschylus_Seven-35
Aeschylus,0.000136166,Aeschylus_Seven-36
Aeschylus,0.000136166,Aeschylus_Seven-37
Aeschylus,0.000136166,Aeschylus_Seven-38
Aeschylus,0.000136166,Aeschylus_Seven-39
Aeschylus,0.000136166,Aeschylus_Seven-40
Aeschylus,0.000136166,Aeschylus_Seven-41
Aeschylus,0.000136166,Aeschylus_Seven-42
Aeschylus,0.000136166,Aeschylus_Seven-43
Aeschylus,0.000136166,Aeschylus_Seven-44
Aeschylus,0.000136166,Aeschylus_Seven-45
Aeschylus,0.000136166,Aeschylus_Seven-46
Aeschylus,0.000136166,Aeschylus_Seven-47
Aeschylus,0.000136166,Aeschylus_Seven-48
Aeschylus,0.000136166,Aeschylus_Seven-49
Aeschylus,0.000136166,Aeschylus_Seven-50
Aeschylus,0.000136166,Aeschylus_Seven-51
Aeschylus,0.000136166,Aeschylus_Seven-52
Aeschylus,0.000136166,Aeschylus_Seven-53
Aeschylus,0.000136166,Aeschylus_Seven-54
