author,prob_ratio,chunk_id
Aeschylus,0.0003861,Aeschylus_Eumenides-24
Aeschylus,0.0003861,Aeschylus_Eumenides-25
Aeschylus,0.0003861,Aeschylus_Persians-1
Aeschylus,0.0003861,Aeschylus_Persians-2
Aeschylus,0.0003861,Aeschylus_Persians-3
Aeschylus,0.0003861,Aeschylus_Persians-4
Aeschylus,0.0003861,Aeschylus_Persians-5
Aeschylus,0.0003861,Aeschylus_Persians-6
Aeschylus,0.0003861,Aeschylus_Persians-7
Aeschylus,0.0003861,Aeschylus_Persians-8
Aeschylus,0.0003861,Aeschylus_Persians-9
Aeschylus,0.0003861,Aeschylus_Persians-10
Aeschylus,0.0003861,Aeschylus_Persians-11
Aeschylus,0.0003861,Aeschylus_Persians-12
Aeschylus,0.0003861,Aeschylus_Persians-13
Aeschylus,0.0003861,Aeschylus_Persians-14
Aeschylus,0.0003861,Aeschylus_Persians-15
Aeschylus,0.0003861,Aeschylus_Persians-16
Aeschylus,0.0003861,Aeschylus_Persians-17
Aeschylus,0.0003861,Aeschylus_Persians-18
Aeschylus,0.0003861,Aeschylus_Persians-19
Aeschylus,0.0003861,Aeschylus_Persians-20
Aeschylus,0.0003861,Aeschylus_Persians-21
Aeschylus,0.0003861,Aeschylus_Persians-22
Aeschylus,0.0003861,Aeschylus_Persians-23
Aeschylus,0.0003861,Aeschylus_Persians-24
Aeschylus,0.0003861,Aeschylus_Prometheus-1
Aeschylus,0.0003861,Aeschylus_Prometheus-2
Aeschylus,0.0003861,Aeschylus_Prometheus-3
Aeschylus,0.0003861,Aeschylus_Prometheus-4
Aeschylus,0.0003861,Aeschylus_Prometheus-5
Aeschylus,0.0003861,Aeschylus_Prometheus-6
Aeschylus,0.0003861,Aeschylus_Prometheus-7
Aeschylus,0.0003861,Aeschylus_Prometheus-8
Aeschylus,0.0003861,Aeschylus_Prometheus-9
Aeschylus,0.0003861,Aeschylus_Prometheus-10
Aeschylus,0.0003861,Aeschylus_Prometheus-11
Aeschylus,0.0003861,Aeschylus_Prometheus-12
Aeschylus,0.0003861,Aeschylus_Prometheus-13
Aeschylus,0.0003861,Aeschylus_Prometheus-14
Aeschylus,0.0003861,Aeschylus_Prometheus-15
Aeschylus,0.0003861,Aeschylus_Prometheus-16
Aeschylus,0.0003861,Aeschylus_Prometheus-17
Aeschylus,0.0003861,Aeschylus_Prometheus-18
Aeschylus,0.0003861,Aeschylus_Prometheus-19
Aeschylus,0.0003861,Aeschylus_Prometheus-20
Aeschylus,0.0003861,Aeschylus_Prometheus-21
Aeschylus,0.0003861,Aeschylus_Prometheus-22
Aeschylus,0.0003861,Aeschylus_Prometheus-23
Aeschylus,0.0003861,Aeschylus_Prometheus-24
Aeschylus,0.0003861,Aeschylus_Prometheus-25
Aeschylus,0.0003861,Aeschylus_Prometheus-26
Aeschylus,0.0003861,Aeschylus_Prometheus-27
Aeschylus,0.0003861,Aeschylus_Prometheus-28
Aeschylus,0.0003861,Aeschylus_Seven-1
Aeschylus,0.0003861,Aeschylus_Seven-2
Aeschylus,0.0003861,Aeschylus_Seven-3
Aeschylus,0.0003861,Aeschylus_Seven-4
Aeschylus,0.0003861,Aeschylus_Seven-5
Aeschylus,0.0003861,Aeschylus_Seven-6
Aeschylus,0.0003861,Aeschylus_Seven-7
Aeschylus,0.0003861,Aeschylus_Seven-8
Aeschylus,0.0003861,Aeschylus_Seven-9
Aeschylus,0.0003861,Aeschylus_Seven-10
Aeschylus,0.0003861,Aeschylus_Seven-11
Aeschylus,0.0003861,Aeschylus_Seven-12
Aeschylus,0.0003861,Aeschylus_Seven-13
Aeschylus,0.0003861,Aeschylus_Seven-14
Aeschylus,0.0003861,Aeschylus_Seven-15
Aeschylus,0.0003861,Aeschylus_Seven-16
Aeschylus,0.0003861,Aeschylus_Seven-17
Aeschylus,0.0003861,Aeschylus_Seven-18
Aeschylus,0.0003861,Aeschylus_Seven-19
Aeschylus,0.0003861,Aeschylus_Seven-20
Aeschylus,0.0003861,Aeschylus_Seven-21
Aeschylus,0.0003861,Aeschylus_Seven-22
Aeschylus,0.0003861,Aeschylus_Seven-23
Aeschylus,0.0003861,Aeschylus_Seven-24
Aeschylus,0.0003861,Aeschylus_Suppliants-1
Aeschylus,0.0003861,Aeschylus_Suppliants-2
Aeschylus,0.0003861,Aeschylus_Suppliants-3
Aeschylus,0.0003861,Aeschylus_Suppliants-4
Aeschylus,0.0003861,Aeschylus_Suppliants-5
Aeschylus,0.0003861,Aeschylus_Suppliants-6
Aeschylus,0.0003861,Aeschylus_Suppliants-7
Aeschylus,0.0003861,Aeschylus_Suppliants-8
Aeschylus,0.0003861,Aeschylus_Suppliants-9
Aeschylus,0.0003861,Aeschylus_Suppliants-10
Aeschylus,0.0003861,Aeschylus_Suppliants-11
Aeschylus,0.0003861,Aeschylus_Suppliants-12
Aeschylus,0.0003861,Aeschylus_Suppliants-13
Aeschylus,0.0003861,Aeschylus_Suppliants-14
Aeschylus,0.0003861,Aeschylus_Suppliants-15
Aeschylus,0.0003861,Aeschylus_Suppliants-16
Aeschylus,0.0003861,Aeschylus_Suppliants-17
Aeschylus,0.0003861,Aeschylus_Suppliants-18
Aeschylus,0.0003861,Aeschylus_Suppliants-19
Aeschylus,0.0003861,Aeschylus_Suppliants-20
Aeschylus,0.0003861,Aeschylus_Suppliants-21
Aeschylus,0.0003861,Aeschylus_Suppliants-22
Aeschylus,0.0003861,Aeschylus_Suppliants-23
Athenaeus,0.000410509,Athenaeus_Book12-1
Athenaeus,0.000410509,Athenaeus_Book12-2
Athenaeus,0.000410509,Athenaeus_Book12-3
Athenaeus,0.000410509,Athenaeus_Book12-4
Athenaeus,0.000410509,Athenaeus_Book12-5
Athenaeus,0.000410509,Athenaeus_Book12-6
Athenaeus,0.000410509,Athenaeus_Book12-7
Athenaeus,0.000410509,Athenaeus_Book12-8
Athenaeus,0.000410509,Athenaeus_Book12-9
Athenaeus,0.000410509,Athenaeus_Book12-10
Athenaeus,0.000410509,Athenaeus_Book12-11
Athenaeus,0.000410509,Athenaeus_Book12-12
Athenaeus,0.000410509,Athenaeus_Book12-13
Athenaeus,0.000410509,Athenaeus_Book12-14
Athenaeus,0.000410509,Athenaeus_Book12-15
Athenaeus,0.000410509,Athenaeus_Book12-16
Athenaeus,0.000410509,Athenaeus_Book12-17
Athenaeus,0.000410509,Athenaeus_Book12-18
Athenaeus,0.000410509,Athenaeus_Book12-19
Athenaeus,0.000410509,Athenaeus_Book12-20
Athenaeus,0.000410509,Athenaeus_Book12-21
Athenaeus,0.000410509,Athenaeus_Book12-22
Athenaeus,0.000410509,Athenaeus_Book12-23
Athenaeus,0.000410509,Athenaeus_Book12-24
Athenaeus,0.000410509,Athenaeus_Book12-25
Athenaeus,0.000410509,Athenaeus_Book12-26
Athenaeus,0.000410509,Athenaeus_Book12-27
Athenaeus,0.000410509,Athenaeus_Book12-28
Athenaeus,0.000410509,Athenaeus_Book12-29
Athenaeus,0.000410509,Athenaeus_Book12-30
Athenaeus,0.000410509,Athenaeus_Book12-31
Athenaeus,0.000410509,Athenaeus_Book12-32
Athenaeus,0.000410509,Athenaeus_Book12-33
Athenaeus,0.000410509,Athenaeus_Book12-34
Athenaeus,0.000410509,Athenaeus_Book12-35
Athenaeus,0.000410509,Athenaeus_Book12-36
Athenaeus,0.000410509,Athenaeus_Book12-37
Athenaeus,0.000410509,Athenaeus_Book12-38
Athenaeus,0.000410509,Athenaeus_Book12-39
Athenaeus,0.000410509,Athenaeus_Book12-40
Athenaeus,0.000410509,Athenaeus_Book12-41
Athenaeus,0.000410509,Athenaeus_Book12-42
Athenaeus,0.000410509,Athenaeus_Book12-43
Athenaeus,0.000410509,Athenaeus_Book12-44
Athenaeus,0.000410509,Athenaeus_Book12-45
Athenaeus,0.000410509,Athenaeus_Book12-46
Athenaeus,0.000410509,Athenaeus_Book12-47
Athenaeus,0.000410509,Athenaeus_Book12-48
Athenaeus,0.000410509,Athenaeus_Book12-49
Athenaeus,0.000410509,Athenaeus_Book12-50
Athenaeus,0.000410509,Athenaeus_Book12-51
Athenaeus,0.000410509,Athenaeus_Book12-52
Athenaeus,0.000410509,Athenaeus_Book12-53
Athenaeus,0.000410509,Athenaeus_Book12-54
Athenaeus,0.000410509,Athenaeus_Book12-55
Athenaeus,0.000410509,Athenaeus_Book12-56
Athenaeus,0.000410509,Athenaeus_Book12-57
Athenaeus,0.000410509,Athenaeus_Book12-58
Athenaeus,0.000410509,Athenaeus_Book12-59
Athenaeus,0.000410509,Athenaeus_Book12-60
Athenaeus,0.000410509,Athenaeus_Book12-61
Athenaeus,0.000410509,Athenaeus_Book12-62
Athenaeus,0.000410509,Athenaeus_Book12-63
Athenaeus,0.000410509,Athenaeus_Book12-64
Athenaeus,0.000410509,Athenaeus_Book12-65
Athenaeus,0.000410509,Athenaeus_Book12-66
Athenaeus,0.000410509,Athenaeus_Book12-67
Athenaeus,0.000410509,Athenaeus_Book12-68
Athenaeus,0.000410509,Athenaeus_Book12-69
Athenaeus,0.000410509,Athenaeus_Book12-70
Athenaeus,0.000410509,Athenaeus_Book12-71
Athenaeus,0.000410509,Athenaeus_Book12-72
Athenaeus,0.000410509,Athenaeus_Book12-73
Athenaeus,0.000410509,Athenaeus_Book12-74
Athenaeus,0.000410509,Athenaeus_Book12-75
Athenaeus,0.000410509,Athenaeus_Book12-76
Athenaeus,0.000410509,Athenaeus_Book12-77
Athenaeus,0.000410509,Athenaeus_Book12-78
Athenaeus,0.000410509,Athenaeus_Book13-1
Athenaeus,0.000410509,Athenaeus_Book13-2
Athenaeus,0.000410509,Athenaeus_Book13-3
Athenaeus,0.000410509,Athenaeus_Book13-4
Athenaeus,0.000410509,Athenaeus_Book13-5
Athenaeus,0.000410509,Athenaeus_Book13-6
Athenaeus,0.000410509,Athenaeus_Book13-7
Athenaeus,0.000410509,Athenaeus_Book13-8
Athenaeus,0.000410509,Athenaeus_Book13-9
Athenaeus,0.000410509,Athenaeus_Book13-10
Athenaeus,0.000410509,Athenaeus_Book13-11
Athenaeus,0.000410509,Athenaeus_Book13-12
Athenaeus,0.000410509,Athenaeus_Book13-13
Athenaeus,0.000410509,Athenaeus_Book13-14
Athenaeus,0.000410509,Athenaeus_Book13-15
Athenaeus,0.000410509,Athenaeus_Book13-16
Athenaeus,0.000410509,Athenaeus_Book13-17
Athenaeus,0.000410509,Athenaeus_Book13-18
Athenaeus,0.000410509,Athenaeus_Book13-19
Athenaeus,0.000410509,Athenaeus_Book13-20
Athenaeus,0.000410509,Athenaeus_Book13-21
Athenaeus,0.000410509,Athenaeus_Book13-22
Athenaeus,0.000410509,Athenaeus_Book13-23
Athenaeus,0.000410509,Athenaeus_Book13-24
Athenaeus,0.000410509,Athenaeus_Book13-25
Athenaeus,0.000410509,Athenaeus_Book13-26
Athenaeus,0.000410509,Athenaeus_Book13-27
Athenaeus,0.000410509,Athenaeus_Book13-28
Athenaeus,0.000410509,Athenaeus_Book13-29
Athenaeus,0.000410509,Athenaeus_Book13-30
Athenaeus,0.000410509,Athenaeus_Book13-31
Athenaeus,0.000410509,Athenaeus_Book13-32
Athenaeus,0.000410509,Athenaeus_Book13-33
Athenaeus,0.000410509,Athenaeus_Book13-34
Athenaeus,0.000410509,Athenaeus_Book13-35
Athenaeus,0.000410509,Athenaeus_Book13-36
Athenaeus,0.000410509,Athenaeus_Book13-37
Athenaeus,0.000410509,Athenaeus_Book13-38
Athenaeus,0.000410509,Athenaeus_Book13-39
Athenaeus,0.000410509,Athenaeus_Book13-40
Athenaeus,0.000410509,Athenaeus_Book13-41
Athenaeus,0.000410509,Athenaeus_Book13-42
Athenaeus,0.000410509,Athenaeus_Book13-43
Athenaeus,0.000410509,Athenaeus_Book13-44
Athenaeus,0.000410509,Athenaeus_Book13-45
Athenaeus,0.000410509,Athenaeus_Book13-46
Athenaeus,0.000410509,Athenaeus_Book13-47
Athenaeus,0.000410509,Athenaeus_Book13-48
Athenaeus,0.000410509,Athenaeus_Book13-49
Athenaeus,0.000410509,Athenaeus_Book13-50
Athenaeus,0.000410509,Athenaeus_Book13-51
Athenaeus,0.000410509,Athenaeus_Book13-52
Athenaeus,0.000410509,Athenaeus_Book13-53
Athenaeus,0.000410509,Athenaeus_Book13-54
Athenaeus,0.000410509,Athenaeus_Book13-55
Athenaeus,0.000410509,Athenaeus_Book13-56
Athenaeus,0.000410509,Athenaeus_Book13-57
Athenaeus,0.000410509,Athenaeus_Book13-58
Athenaeus,0.000410509,Athenaeus_Book13-59
Athenaeus,0.000410509,Athenaeus_Book13-60
Athenaeus,0.000410509,Athenaeus_Book13-61
Athenaeus,0.000410509,Athenaeus_Book13-62
Athenaeus,0.000410509,Athenaeus_Book13-63
Athenaeus,0.000410509,Athenaeus_Book13-64
Athenaeus,0.000410509,Athenaeus_Book13-65
Athenaeus,0.000410509,Athenaeus_Book13-66
Athenaeus,0.000410509,Athenaeus_Book13-67
Athenaeus,0.000410509,Athenaeus_Book13-68
Athenaeus,0.000410509,Athenaeus_Book13-69
Athenaeus,0.000410509,Athenaeus_Book13-70
Athenaeus,0.000410509,Athenaeus_Book13-71
Athenaeus,0.000410509,Athenaeus_Book13-72
Athenaeus,0.000410509,Athenaeus_Book13-73
Athenaeus,0.000410509,Athenaeus_Book13-74
Athenaeus,0.000410509,Athenaeus_Book13-75
Athenaeus,0.000410509,Athenaeus_Book13-76
Athenaeus,0.000410509,Athenaeus_Book13-77
Athenaeus,0.000410509,Athenaeus_Book13-78
Athenaeus,0.000410509,Athenaeus_Book13-79
Athenaeus,0.000410509,Athenaeus_Book13-80
Athenaeus,0.000410509,Athenaeus_Book13-81
Athenaeus,0.000410509,Athenaeus_Book13-82
Athenaeus,0.000410509,Athenaeus_Book13-83
Athenaeus,0.000410509,Athenaeus_Book13-84
Athenaeus,0.000410509,Athenaeus_Book13-85
Athenaeus,0.000410509,Athenaeus_Book13-86
Athenaeus,0.000410509,Athenaeus_Book13-87
Athenaeus,0.000410509,Athenaeus_Book13-88
Athenaeus,0.000410509,Athenaeus_Book13-89
Athenaeus,0.000410509,Athenaeus_Book13-90
Athenaeus,0.000410509,Athenaeus_Book13-91
Athenaeus,0.000410509,Athenaeus_Book13-92
Athenaeus,0.000410509,Athenaeus_Book13-93
Athenaeus,0.000410509,Athenaeus_Book13-94
Athenaeus,0.000410509,Athenaeus_Book13-95
Athenaeus,0.000410509,Athenaeus_Book13-96
Demosthenes,0.004761905,Demosthenes_Philippic1-1
Demosthenes,0.004761905,Demosthenes_Philippic1-2
Demosthenes,0.004761905,Demosthenes_Philippic1-3
Demosthenes,0.004761905,Demosthenes_Philippic1-4
Demosthenes,0.004761905,Demosthenes_Philippic1-5
Demosthenes,0.004761905,Demosthenes_Philippic1-6
Demosthenes,0.004761905,Demosthenes_Philippic1-7
Demosthenes,0.004761905,Demosthenes_Philippic1-8
Demosthenes,0.004761905,Demosthenes_Philippic1-9
Demosthenes,0.004761905,Demosthenes_Philippic1-10
Demosthenes,0.004761905,Demosthenes_Philippic1-11
Demosthenes,0.004761905,Demosthenes_Philippic1-12
Demosthenes,0.004761905,Demosthenes_Philippic1-13
Demosthenes,0.004761905,Demosthenes_Philippic1-14
Demosthenes,0.004761905,Demosthenes_Philippic1-15
Diodorus,0.000736377,DiodorusSic_Book11-1
Diodorus,0.000736377,DiodorusSic_Book11-2
Diodorus,0.000736377,DiodorusSic_Book11-3
Diodorus,0.000736377,DiodorusSic_Book11-4
Diodorus,0.000736377,DiodorusSic_Book11-5
Diodorus,0.000736377,DiodorusSic_Book11-6
Diodorus,0.000736377,DiodorusSic_Book11-7
Diodorus,0.000736377,DiodorusSic_Book11-8
Diodorus,0.000736377,DiodorusSic_Book11-9
Diodorus,0.000736377,DiodorusSic_Book11-10
Diodorus,0.000736377,DiodorusSic_Book11-11
Diodorus,0.000736377,DiodorusSic_Book11-12
Diodorus,0.000736377,DiodorusSic_Book11-13
Diodorus,0.000736377,DiodorusSic_Book11-14
Diodorus,0.000736377,DiodorusSic_Book11-15
Diodorus,0.000736377,DiodorusSic_Book11-16
Diodorus,0.000736377,DiodorusSic_Book11-17
Diodorus,0.000736377,DiodorusSic_Book11-18
Diodorus,0.000736377,DiodorusSic_Book11-19
Diodorus,0.000736377,DiodorusSic_Book11-20
Diodorus,0.000736377,DiodorusSic_Book11-21
Diodorus,0.000736377,DiodorusSic_Book11-22
Diodorus,0.000736377,DiodorusSic_Book11-23
Diodorus,0.000736377,DiodorusSic_Book11-24
Diodorus,0.000736377,DiodorusSic_Book11-25
Diodorus,0.000736377,DiodorusSic_Book11-26
Diodorus,0.000736377,DiodorusSic_Book11-27
Diodorus,0.000736377,DiodorusSic_Book11-28
Diodorus,0.000736377,DiodorusSic_Book11-29
Diodorus,0.000736377,DiodorusSic_Book11-30
Diodorus,0.000736377,DiodorusSic_Book11-31
Diodorus,0.000736377,DiodorusSic_Book11-32
Diodorus,0.000736377,DiodorusSic_Book11-33
Diodorus,0.000736377,DiodorusSic_Book11-34
Diodorus,0.000736377,DiodorusSic_Book11-35
Diodorus,0.000736377,DiodorusSic_Book11-36
Diodorus,0.000736377,DiodorusSic_Book11-37
Diodorus,0.000736377,DiodorusSic_Book11-38
Diodorus,0.000736377,DiodorusSic_Book11-39
Diodorus,0.000736377,DiodorusSic_Book11-40
Diodorus,0.000736377,DiodorusSic_Book11-41
Diodorus,0.000736377,DiodorusSic_Book11-42
Diodorus,0.000736377,DiodorusSic_Book11-43
Diodorus,0.000736377,DiodorusSic_Book11-44
Diodorus,0.000736377,DiodorusSic_Book11-45
Diodorus,0.000736377,DiodorusSic_Book11-46
Diodorus,0.000736377,DiodorusSic_Book11-47
Diodorus,0.000736377,DiodorusSic_Book11-48
Diodorus,0.000736377,DiodorusSic_Book11-49
Diodorus,0.000736377,DiodorusSic_Book11-50
Diodorus,0.000736377,DiodorusSic_Book11-51
Diodorus,0.000736377,DiodorusSic_Book11-52
Diodorus,0.000736377,DiodorusSic_Book11-53
Diodorus,0.000736377,DiodorusSic_Book11-54
Diodorus,0.000736377,DiodorusSic_Book11-55
Diodorus,0.000736377,DiodorusSic_Book11-56
Diodorus,0.000736377,DiodorusSic_Book11-57
Diodorus,0.000736377,DiodorusSic_Book11-58
Diodorus,0.000736377,DiodorusSic_Book11-59
Diodorus,0.000736377,DiodorusSic_Book11-60
Diodorus,0.000736377,DiodorusSic_Book11-61
Diodorus,0.000736377,DiodorusSic_Book11-62
Diodorus,0.000736377,DiodorusSic_Book11-63
Diodorus,0.000736377,DiodorusSic_Book11-64
Diodorus,0.000736377,DiodorusSic_Book11-65
Diodorus,0.000736377,DiodorusSic_Book11-66
Diodorus,0.000736377,DiodorusSic_Book11-67
Diodorus,0.000736377,DiodorusSic_Book11-68
Diodorus,0.000736377,DiodorusSic_Book11-69
Diodorus,0.000736377,DiodorusSic_Book11-70
Diodorus,0.000736377,DiodorusSic_Book11-71
Diodorus,0.000736377,DiodorusSic_Book11-72
Diodorus,0.000736377,DiodorusSic_Book11-73
Diodorus,0.000736377,DiodorusSic_Book11-74
Diodorus,0.000736377,DiodorusSic_Book11-75
Diodorus,0.000736377,DiodorusSic_Book11-76
Diodorus,0.000736377,DiodorusSic_Book11-77
Diodorus,0.000736377,DiodorusSic_Book11-78
Diodorus,0.000736377,DiodorusSic_Book11-79
Diodorus,0.000736377,DiodorusSic_Book11-80
Diodorus,0.000736377,DiodorusSic_Book11-81
Diodorus,0.000736377,DiodorusSic_Book11-82
Diodorus,0.000736377,DiodorusSic_Book11-83
Diodorus,0.000736377,DiodorusSic_Book11-84
Diodorus,0.000736377,DiodorusSic_Book11-85
Diodorus,0.000736377,DiodorusSic_Book11-86
Diodorus,0.000736377,DiodorusSic_Book11-87
Diodorus,0.000736377,DiodorusSic_Book11-88
Diodorus,0.000736377,DiodorusSic_Book11-89
Diodorus,0.000736377,DiodorusSic_Book11-90
Diodorus,0.000736377,DiodorusSic_Book11-91
Diodorus,0.000736377,DiodorusSic_Book11-92
Diodorus,0.000736377,DiodorusSic_Book11-93
Diodorus,0.000736377,DiodorusSic_Book11-94
Diodorus,0.000736377,DiodorusSic_Book11-95
Diodorus,0.000736377,DiodorusSic_Book11-96
Diodorus,0.000736377,DiodorusSic_Book11-97
Herodotus,0.000571429,Herodotus_Book1-1
Herodotus,0.000571429,Herodotus_Book1-2
Herodotus,0.000571429,Herodotus_Book1-3
Herodotus,0.000571429,Herodotus_Book1-4
Herodotus,0.000571429,Herodotus_Book1-5
Herodotus,0.000571429,Herodotus_Book1-6
Herodotus,0.000571429,Herodotus_Book1-7
Herodotus,0.000571429,Herodotus_Book1-8
Herodotus,0.000571429,Herodotus_Book1-9
Herodotus,0.000571429,Herodotus_Book1-10
Herodotus,0.000571429,Herodotus_Book1-11
Herodotus,0.000571429,Herodotus_Book1-12
Herodotus,0.000571429,Herodotus_Book1-13
Herodotus,0.000571429,Herodotus_Book1-14
Herodotus,0.000571429,Herodotus_Book1-15
Herodotus,0.000571429,Herodotus_Book1-16
Herodotus,0.000571429,Herodotus_Book1-17
Herodotus,0.000571429,Herodotus_Book1-18
Herodotus,0.000571429,Herodotus_Book1-19
Herodotus,0.000571429,Herodotus_Book1-20
Herodotus,0.000571429,Herodotus_Book1-21
Herodotus,0.000571429,Herodotus_Book1-22
Herodotus,0.000571429,Herodotus_Book1-23
Herodotus,0.000571429,Herodotus_Book1-24
Herodotus,0.000571429,Herodotus_Book1-25
Herodotus,0.000571429,Herodotus_Book1-26
Herodotus,0.000571429,Herodotus_Book1-27
Herodotus,0.000571429,Herodotus_Book1-28
Herodotus,0.000571429,Herodotus_Book1-29
Herodotus,0.000571429,Herodotus_Book1-30
Herodotus,0.000571429,Herodotus_Book1-31
Herodotus,0.000571429,Herodotus_Book1-32
Herodotus,0.000571429,Herodotus_Book1-33
Herodotus,0.000571429,Herodotus_Book1-34
Herodotus,0.000571429,Herodotus_Book1-35
Herodotus,0.000571429,Herodotus_Book1-36
Herodotus,0.000571429,Herodotus_Book1-37
Herodotus,0.000571429,Herodotus_Book1-38
Herodotus,0.000571429,Herodotus_Book1-39
Herodotus,0.000571429,Herodotus_Book1-40
Herodotus,0.000571429,Herodotus_Book1-41
Herodotus,0.000571429,Herodotus_Book1-42
Herodotus,0.000571429,Herodotus_Book1-43
Herodotus,0.000571429,Herodotus_Book1-44
Herodotus,0.000571429,Herodotus_Book1-45
Herodotus,0.000571429,Herodotus_Book1-46
Herodotus,0.000571429,Herodotus_Book1-47
Herodotus,0.000571429,Herodotus_Book1-48
Herodotus,0.000571429,Herodotus_Book1-49
Herodotus,0.000571429,Herodotus_Book1-50
Herodotus,0.000571429,Herodotus_Book1-51
Herodotus,0.000571429,Herodotus_Book1-52
Herodotus,0.000571429,Herodotus_Book1-53
Herodotus,0.000571429,Herodotus_Book1-54
Herodotus,0.000571429,Herodotus_Book1-55
Herodotus,0.000571429,Herodotus_Book1-56
Herodotus,0.000571429,Herodotus_Book1-57
Herodotus,0.000571429,Herodotus_Book1-58
