Authors,prob_ratio,chunk_id
Aeschylus,6.37E-05,Aeschylus_Agamemnon-54
Aeschylus,6.37E-05,Aeschylus_Agamemnon-55
Aeschylus,6.37E-05,Aeschylus_Agamemnon-56
Aeschylus,6.37E-05,Aeschylus_Agamemnon-57
Aeschylus,6.37E-05,Aeschylus_Agamemnon-58
Aeschylus,6.37E-05,Aeschylus_Agamemnon-59
Aeschylus,6.37E-05,Aeschylus_Agamemnon-60
Aeschylus,6.37E-05,Aeschylus_Agamemnon-61
Aeschylus,6.37E-05,Aeschylus_Agamemnon-62
Aeschylus,6.37E-05,Aeschylus_Agamemnon-63
Aeschylus,6.37E-05,Aeschylus_Agamemnon-64
Aeschylus,6.37E-05,Aeschylus_Agamemnon-65
Aeschylus,6.37E-05,Aeschylus_Agamemnon-66
Aeschylus,6.37E-05,Aeschylus_Agamemnon-67
Aeschylus,6.37E-05,Aeschylus_Agamemnon-68
Aeschylus,6.37E-05,Aeschylus_Agamemnon-69
Aeschylus,6.37E-05,Aeschylus_Agamemnon-70
Aeschylus,6.37E-05,Aeschylus_Agamemnon-71
Aeschylus,6.37E-05,Aeschylus_Agamemnon-72
Aeschylus,6.37E-05,Aeschylus_Agamemnon-73
Aeschylus,6.37E-05,Aeschylus_Agamemnon-74
Aeschylus,6.37E-05,Aeschylus_Agamemnon-75
Aeschylus,6.37E-05,Aeschylus_Agamemnon-76
Aeschylus,6.37E-05,Aeschylus_Agamemnon-77
Aeschylus,6.37E-05,Aeschylus_Agamemnon-78
Aeschylus,6.37E-05,Aeschylus_Agamemnon-79
Aeschylus,6.37E-05,Aeschylus_Agamemnon-80
Aeschylus,6.37E-05,Aeschylus_Agamemnon-81
Aeschylus,6.37E-05,Aeschylus_Agamemnon-82
Aeschylus,6.37E-05,Aeschylus_Agamemnon-83
Aeschylus,6.37E-05,Aeschylus_Agamemnon-84
Aeschylus,6.37E-05,Aeschylus_Agamemnon-85
Aeschylus,6.37E-05,Aeschylus_Agamemnon-86
Aeschylus,6.37E-05,Aeschylus_Agamemnon-87
Aeschylus,6.37E-05,Aeschylus_Agamemnon-88
Aeschylus,6.37E-05,Aeschylus_Agamemnon-89
Aeschylus,6.37E-05,Aeschylus_Agamemnon-90
Aeschylus,6.37E-05,Aeschylus_Agamemnon-91
Aeschylus,6.37E-05,Aeschylus_Agamemnon-92
Aeschylus,6.37E-05,Aeschylus_Agamemnon-93
Aeschylus,6.37E-05,Aeschylus_Agamemnon-94
Aeschylus,6.37E-05,Aeschylus_Agamemnon-95
Aeschylus,6.37E-05,Aeschylus_Agamemnon-96
Aeschylus,6.37E-05,Aeschylus_Agamemnon-97
Aeschylus,6.37E-05,Aeschylus_Agamemnon-98
Aeschylus,6.37E-05,Aeschylus_Agamemnon-99
Aeschylus,6.37E-05,Aeschylus_Agamemnon-100
Aeschylus,6.37E-05,Aeschylus_Agamemnon-101
Aeschylus,6.37E-05,Aeschylus_Agamemnon-102
Aeschylus,6.37E-05,Aeschylus_Agamemnon-103
Aeschylus,6.37E-05,Aeschylus_Agamemnon-104
Aeschylus,6.37E-05,Aeschylus_Agamemnon-105
Aeschylus,6.37E-05,Aeschylus_Agamemnon-106
Aeschylus,6.37E-05,Aeschylus_Agamemnon-107
Aeschylus,6.37E-05,Aeschylus_Agamemnon-108
Aeschylus,6.37E-05,Aeschylus_Agamemnon-109
Aeschylus,6.37E-05,Aeschylus_Agamemnon-110
Aeschylus,6.37E-05,Aeschylus_Agamemnon-111
Aeschylus,6.37E-05,Aeschylus_Agamemnon-112
Aeschylus,6.37E-05,Aeschylus_Agamemnon-113
Aeschylus,6.37E-05,Aeschylus_Agamemnon-114
Aeschylus,6.37E-05,Aeschylus_Agamemnon-115
Aeschylus,6.37E-05,Aeschylus_Agamemnon-116
Aeschylus,6.37E-05,Aeschylus_Agamemnon-117
Aeschylus,6.37E-05,Aeschylus_Agamemnon-118
Aeschylus,6.37E-05,Aeschylus_Agamemnon-119
Aeschylus,6.37E-05,Aeschylus_Agamemnon-120
Aeschylus,6.37E-05,Aeschylus_Agamemnon-121
Aeschylus,6.37E-05,Aeschylus_Agamemnon-122
Aeschylus,6.37E-05,Aeschylus_Agamemnon-123
Aeschylus,6.37E-05,Aeschylus_Agamemnon-124
Aeschylus,6.37E-05,Aeschylus_Agamemnon-125
Aeschylus,6.37E-05,Aeschylus_Agamemnon-126
Aeschylus,6.37E-05,Aeschylus_Agamemnon-127
Aeschylus,6.37E-05,Aeschylus_Agamemnon-128
Aeschylus,6.37E-05,Aeschylus_Agamemnon-129
Aeschylus,6.37E-05,Aeschylus_Agamemnon-130
Aeschylus,6.37E-05,Aeschylus_Agamemnon-131
Aeschylus,6.37E-05,Aeschylus_Agamemnon-132
Aeschylus,6.37E-05,Aeschylus_Agamemnon-133
Aeschylus,6.37E-05,Aeschylus_Agamemnon-134
Aeschylus,6.37E-05,Aeschylus_Agamemnon-135
Aeschylus,6.37E-05,Aeschylus_Agamemnon-136
Aeschylus,6.37E-05,Aeschylus_Agamemnon-137
Aeschylus,6.37E-05,Aeschylus_Agamemnon-138
Aeschylus,6.37E-05,Aeschylus_Agamemnon-139
Aeschylus,6.37E-05,Aeschylus_Agamemnon-140
Aeschylus,6.37E-05,Aeschylus_Agamemnon-141
Aeschylus,6.37E-05,Aeschylus_Agamemnon-142
Aeschylus,6.37E-05,Aeschylus_Agamemnon-143
Aeschylus,6.37E-05,Aeschylus_Agamemnon-144
Aeschylus,6.37E-05,Aeschylus_Agamemnon-145
Aeschylus,6.37E-05,Aeschylus_Agamemnon-146
Aeschylus,6.37E-05,Aeschylus_Agamemnon-147
Aeschylus,6.37E-05,Aeschylus_Agamemnon-148
Aeschylus,6.37E-05,Aeschylus_Agamemnon-149
Aeschylus,6.37E-05,Aeschylus_Agamemnon-150
Aeschylus,6.37E-05,Aeschylus_Agamemnon-151
Aeschylus,6.37E-05,Aeschylus_Agamemnon-152
Aeschylus,6.37E-05,Aeschylus_Agamemnon-153
Aeschylus,6.37E-05,Aeschylus_Agamemnon-154
Aeschylus,6.37E-05,Aeschylus_Agamemnon-155
Aeschylus,6.37E-05,Aeschylus_Agamemnon-156
Aeschylus,6.37E-05,Aeschylus_Agamemnon-157
Aeschylus,6.37E-05,Aeschylus_Agamemnon-158
Aeschylus,6.37E-05,Aeschylus_Agamemnon-159
Aeschylus,6.37E-05,Aeschylus_Agamemnon-160
Aeschylus,6.37E-05,Aeschylus_Agamemnon-161
Aeschylus,6.37E-05,Aeschylus_Agamemnon-162
Aeschylus,6.37E-05,Aeschylus_Agamemnon-163
Aeschylus,6.37E-05,Aeschylus_Agamemnon-164
Aeschylus,6.37E-05,Aeschylus_Agamemnon-165
Aeschylus,6.37E-05,Aeschylus_Agamemnon-166
Aeschylus,6.37E-05,Aeschylus_Agamemnon-167
Aeschylus,6.37E-05,Aeschylus_Agamemnon-168
Aeschylus,6.37E-05,Aeschylus_Agamemnon-169
Aeschylus,6.37E-05,Aeschylus_Agamemnon-170
Aeschylus,6.37E-05,Aeschylus_Agamemnon-171
Aeschylus,6.37E-05,Aeschylus_Agamemnon-172
Aeschylus,6.37E-05,Aeschylus_Agamemnon-173
Aeschylus,6.37E-05,Aeschylus_Agamemnon-174
Aeschylus,6.37E-05,Aeschylus_Agamemnon-175
Aeschylus,6.37E-05,Aeschylus_Agamemnon-176
Aeschylus,6.37E-05,Aeschylus_Agamemnon-177
Aeschylus,6.37E-05,Aeschylus_Agamemnon-178
Aeschylus,6.37E-05,Aeschylus_Agamemnon-179
Aeschylus,6.37E-05,Aeschylus_Agamemnon-180
Aeschylus,6.37E-05,Aeschylus_Agamemnon-181
Aeschylus,6.37E-05,Aeschylus_Agamemnon-182
Aeschylus,6.37E-05,Aeschylus_Agamemnon-183
Aeschylus,6.37E-05,Aeschylus_Agamemnon-184
Aeschylus,6.37E-05,Aeschylus_Agamemnon-185
Aeschylus,6.37E-05,Aeschylus_Agamemnon-186
Aeschylus,6.37E-05,Aeschylus_Agamemnon-187
Aeschylus,6.37E-05,Aeschylus_Agamemnon-188
Aeschylus,6.37E-05,Aeschylus_Agamemnon-189
Aeschylus,6.37E-05,Aeschylus_Agamemnon-190
Aeschylus,6.37E-05,Aeschylus_Agamemnon-191
Aeschylus,6.37E-05,Aeschylus_Agamemnon-192
Aeschylus,6.37E-05,Aeschylus_Agamemnon-193
Aeschylus,6.37E-05,Aeschylus_Agamemnon-194
Aeschylus,6.37E-05,Aeschylus_Agamemnon-195
Aeschylus,6.37E-05,Aeschylus_Agamemnon-196
Aeschylus,6.37E-05,Aeschylus_Agamemnon-197
Aeschylus,6.37E-05,Aeschylus_Agamemnon-198
Aeschylus,6.37E-05,Aeschylus_Agamemnon-199
Aeschylus,6.37E-05,Aeschylus_Agamemnon-200
Aeschylus,6.37E-05,Aeschylus_Agamemnon-201
Aeschylus,6.37E-05,Aeschylus_Agamemnon-202
Aeschylus,6.37E-05,Aeschylus_Agamemnon-203
Aeschylus,6.37E-05,Aeschylus_Agamemnon-204
Aeschylus,6.37E-05,Aeschylus_Agamemnon-205
Aeschylus,6.37E-05,Aeschylus_Agamemnon-206
Aeschylus,6.37E-05,Aeschylus_Agamemnon-207
Aeschylus,6.37E-05,Aeschylus_Agamemnon-208
Aeschylus,6.37E-05,Aeschylus_Agamemnon-209
Aeschylus,6.37E-05,Aeschylus_Agamemnon-210
Aeschylus,6.37E-05,Aeschylus_Agamemnon-211
Aeschylus,6.37E-05,Aeschylus_Agamemnon-212
Aeschylus,6.37E-05,Aeschylus_Agamemnon-213
Aeschylus,6.37E-05,Aeschylus_Agamemnon-214
Aeschylus,6.37E-05,Aeschylus_Agamemnon-215
Aeschylus,6.37E-05,Aeschylus_Agamemnon-216
Aeschylus,6.37E-05,Aeschylus_Agamemnon-217
Aeschylus,6.37E-05,Aeschylus_Agamemnon-218
Aeschylus,6.37E-05,Aeschylus_Agamemnon-219
Aeschylus,6.37E-05,Aeschylus_Agamemnon-220
Aeschylus,6.37E-05,Aeschylus_Agamemnon-221
Aeschylus,6.37E-05,Aeschylus_Agamemnon-222
Aeschylus,6.37E-05,Aeschylus_Agamemnon-223
Aeschylus,6.37E-05,Aeschylus_Agamemnon-224
Aeschylus,6.37E-05,Aeschylus_Agamemnon-225
Aeschylus,6.37E-05,Aeschylus_Agamemnon-226
Aeschylus,6.37E-05,Aeschylus_Agamemnon-227
Aeschylus,6.37E-05,Aeschylus_Agamemnon-228
Aeschylus,6.37E-05,Aeschylus_Agamemnon-229
Aeschylus,6.37E-05,Aeschylus_Agamemnon-230
Aeschylus,6.37E-05,Aeschylus_Agamemnon-231
Aeschylus,6.37E-05,Aeschylus_Agamemnon-232
Aeschylus,6.37E-05,Aeschylus_Agamemnon-233
Aeschylus,6.37E-05,Aeschylus_Agamemnon-234
Aeschylus,6.37E-05,Aeschylus_Agamemnon-235
Aeschylus,6.37E-05,Aeschylus_Agamemnon-236
Aeschylus,6.37E-05,Aeschylus_Agamemnon-237
Aeschylus,6.37E-05,Aeschylus_Agamemnon-238
Aeschylus,6.37E-05,Aeschylus_Agamemnon-239
Aeschylus,6.37E-05,Aeschylus_Agamemnon-240
Aeschylus,6.37E-05,Aeschylus_Agamemnon-241
Aeschylus,6.37E-05,Aeschylus_Agamemnon-242
Aeschylus,6.37E-05,Aeschylus_Agamemnon-243
Aeschylus,6.37E-05,Aeschylus_Agamemnon-244
Aeschylus,6.37E-05,Aeschylus_Agamemnon-245
Aeschylus,6.37E-05,Aeschylus_Agamemnon-246
Aeschylus,6.37E-05,Aeschylus_Agamemnon-247
Aeschylus,6.37E-05,Aeschylus_Agamemnon-248
Aeschylus,6.37E-05,Aeschylus_Agamemnon-249
Aeschylus,6.37E-05,Aeschylus_Agamemnon-250
Aeschylus,6.37E-05,Aeschylus_Agamemnon-251
Aeschylus,6.37E-05,Aeschylus_Agamemnon-252
Aeschylus,6.37E-05,Aeschylus_Agamemnon-253
Aeschylus,6.37E-05,Aeschylus_Agamemnon-254
Aeschylus,6.37E-05,Aeschylus_Agamemnon-255
Aeschylus,6.37E-05,Aeschylus_Agamemnon-256
Aeschylus,6.37E-05,Aeschylus_Agamemnon-257
Aeschylus,6.37E-05,Aeschylus_Agamemnon-258
Aeschylus,6.37E-05,Aeschylus_Agamemnon-259
Aeschylus,6.37E-05,Aeschylus_Agamemnon-260
Aeschylus,6.37E-05,Aeschylus_Agamemnon-261
Aeschylus,6.37E-05,Aeschylus_Agamemnon-262
Aeschylus,6.37E-05,Aeschylus_Agamemnon-263
Aeschylus,6.37E-05,Aeschylus_Agamemnon-264
Aeschylus,6.37E-05,Aeschylus_Agamemnon-265
Aeschylus,6.37E-05,Aeschylus_Agamemnon-266
Aeschylus,6.37E-05,Aeschylus_Agamemnon-267
Aeschylus,6.37E-05,Aeschylus_Agamemnon-268
Aeschylus,6.37E-05,Aeschylus_Agamemnon-269
Aeschylus,6.37E-05,Aeschylus_Agamemnon-270
Aeschylus,6.37E-05,Aeschylus_Agamemnon-271
Aeschylus,6.37E-05,Aeschylus_Agamemnon-272
Aeschylus,6.37E-05,Aeschylus_Agamemnon-273
Aeschylus,6.37E-05,Aeschylus_Ch-1
Aeschylus,6.37E-05,Aeschylus_Ch-2
Aeschylus,6.37E-05,Aeschylus_Ch-3
Aeschylus,6.37E-05,Aeschylus_Ch-4
Aeschylus,6.37E-05,Aeschylus_Ch-5
Aeschylus,6.37E-05,Aeschylus_Ch-6
Aeschylus,6.37E-05,Aeschylus_Ch-7
Aeschylus,6.37E-05,Aeschylus_Ch-8
Aeschylus,6.37E-05,Aeschylus_Ch-9
Aeschylus,6.37E-05,Aeschylus_Ch-10
Aeschylus,6.37E-05,Aeschylus_Ch-11
Aeschylus,6.37E-05,Aeschylus_Ch-12
Aeschylus,6.37E-05,Aeschylus_Ch-13
Aeschylus,6.37E-05,Aeschylus_Ch-14
Aeschylus,6.37E-05,Aeschylus_Ch-15
Aeschylus,6.37E-05,Aeschylus_Ch-16
Aeschylus,6.37E-05,Aeschylus_Ch-17
Aeschylus,6.37E-05,Aeschylus_Ch-18
Aeschylus,6.37E-05,Aeschylus_Ch-19
Aeschylus,6.37E-05,Aeschylus_Ch-20
Aeschylus,6.37E-05,Aeschylus_Ch-21
Aeschylus,6.37E-05,Aeschylus_Ch-22
Aeschylus,6.37E-05,Aeschylus_Ch-23
Aeschylus,6.37E-05,Aeschylus_Ch-24
Aeschylus,6.37E-05,Aeschylus_Ch-25
Aeschylus,6.37E-05,Aeschylus_Ch-26
Aeschylus,6.37E-05,Aeschylus_Ch-27
Aeschylus,6.37E-05,Aeschylus_Ch-28
Aeschylus,6.37E-05,Aeschylus_Ch-29
Aeschylus,6.37E-05,Aeschylus_Ch-30
Aeschylus,6.37E-05,Aeschylus_Ch-31
Aeschylus,6.37E-05,Aeschylus_Ch-32
Aeschylus,6.37E-05,Aeschylus_Ch-33
Aeschylus,6.37E-05,Aeschylus_Ch-34
Aeschylus,6.37E-05,Aeschylus_Ch-35
Aeschylus,6.37E-05,Aeschylus_Ch-36
Aeschylus,6.37E-05,Aeschylus_Ch-37
Aeschylus,6.37E-05,Aeschylus_Ch-38
Aeschylus,6.37E-05,Aeschylus_Ch-39
Aeschylus,6.37E-05,Aeschylus_Ch-40
Aeschylus,6.37E-05,Aeschylus_Ch-41
Aeschylus,6.37E-05,Aeschylus_Ch-42
Aeschylus,6.37E-05,Aeschylus_Ch-43
Aeschylus,6.37E-05,Aeschylus_Ch-44
Aeschylus,6.37E-05,Aeschylus_Ch-45
Aeschylus,6.37E-05,Aeschylus_Ch-46
Aeschylus,6.37E-05,Aeschylus_Ch-47
Aeschylus,6.37E-05,Aeschylus_Ch-48
Aeschylus,6.37E-05,Aeschylus_Ch-49
Aeschylus,6.37E-05,Aeschylus_Ch-50
Aeschylus,6.37E-05,Aeschylus_Ch-51
Aeschylus,6.37E-05,Aeschylus_Ch-52
Aeschylus,6.37E-05,Aeschylus_Ch-53
Aeschylus,6.37E-05,Aeschylus_Ch-54
Aeschylus,6.37E-05,Aeschylus_Ch-55
Aeschylus,6.37E-05,Aeschylus_Ch-56
Aeschylus,6.37E-05,Aeschylus_Ch-57
Aeschylus,6.37E-05,Aeschylus_Ch-58
Aeschylus,6.37E-05,Aeschylus_Ch-59
Aeschylus,6.37E-05,Aeschylus_Ch-60
Aeschylus,6.37E-05,Aeschylus_Ch-61
Aeschylus,6.37E-05,Aeschylus_Ch-62
Aeschylus,6.37E-05,Aeschylus_Ch-63
Aeschylus,6.37E-05,Aeschylus_Ch-64
Aeschylus,6.37E-05,Aeschylus_Ch-65
Aeschylus,6.37E-05,Aeschylus_Ch-66
Aeschylus,6.37E-05,Aeschylus_Ch-67
Aeschylus,6.37E-05,Aeschylus_Ch-68
Aeschylus,6.37E-05,Aeschylus_Ch-69
Aeschylus,6.37E-05,Aeschylus_Ch-70
Aeschylus,6.37E-05,Aeschylus_Ch-71
Aeschylus,6.37E-05,Aeschylus_Ch-72
Aeschylus,6.37E-05,Aeschylus_Ch-73
Aeschylus,6.37E-05,Aeschylus_Ch-74
Aeschylus,6.37E-05,Aeschylus_Ch-75
Aeschylus,6.37E-05,Aeschylus_Ch-76
Aeschylus,6.37E-05,Aeschylus_Ch-77
Aeschylus,6.37E-05,Aeschylus_Ch-78
Aeschylus,6.37E-05,Aeschylus_Ch-79
Aeschylus,6.37E-05,Aeschylus_Ch-80
Aeschylus,6.37E-05,Aeschylus_Ch-81
Aeschylus,6.37E-05,Aeschylus_Ch-82
Aeschylus,6.37E-05,Aeschylus_Ch-83
Aeschylus,6.37E-05,Aeschylus_Ch-84
Aeschylus,6.37E-05,Aeschylus_Ch-85
Aeschylus,6.37E-05,Aeschylus_Ch-86
Aeschylus,6.37E-05,Aeschylus_Ch-87
Aeschylus,6.37E-05,Aeschylus_Ch-88
Aeschylus,6.37E-05,Aeschylus_Ch-89
Aeschylus,6.37E-05,Aeschylus_Ch-90
Aeschylus,6.37E-05,Aeschylus_Ch-91
Aeschylus,6.37E-05,Aeschylus_Ch-92
Aeschylus,6.37E-05,Aeschylus_Ch-93
Aeschylus,6.37E-05,Aeschylus_Ch-94
Aeschylus,6.37E-05,Aeschylus_Ch-95
Aeschylus,6.37E-05,Aeschylus_Ch-96
Aeschylus,6.37E-05,Aeschylus_Ch-97
Aeschylus,6.37E-05,Aeschylus_Ch-98
Aeschylus,6.37E-05,Aeschylus_Ch-99
Aeschylus,6.37E-05,Aeschylus_Ch-100
Aeschylus,6.37E-05,Aeschylus_Ch-101
Aeschylus,6.37E-05,Aeschylus_Ch-102
Aeschylus,6.37E-05,Aeschylus_Ch-103
Aeschylus,6.37E-05,Aeschylus_Ch-104
Aeschylus,6.37E-05,Aeschylus_Ch-105
Aeschylus,6.37E-05,Aeschylus_Ch-106
Aeschylus,6.37E-05,Aeschylus_Ch-107
Aeschylus,6.37E-05,Aeschylus_Ch-108
Aeschylus,6.37E-05,Aeschylus_Ch-109
Aeschylus,6.37E-05,Aeschylus_Ch-110
Aeschylus,6.37E-05,Aeschylus_Ch-111
Aeschylus,6.37E-05,Aeschylus_Ch-112
Aeschylus,6.37E-05,Aeschylus_Ch-113
Aeschylus,6.37E-05,Aeschylus_Ch-114
Aeschylus,6.37E-05,Aeschylus_Ch-115
Aeschylus,6.37E-05,Aeschylus_Ch-116
Aeschylus,6.37E-05,Aeschylus_Ch-117
Aeschylus,6.37E-05,Aeschylus_Ch-118
Aeschylus,6.37E-05,Aeschylus_Ch-119
Aeschylus,6.37E-05,Aeschylus_Ch-120
Aeschylus,6.37E-05,Aeschylus_Ch-121
Aeschylus,6.37E-05,Aeschylus_Ch-122
Aeschylus,6.37E-05,Aeschylus_Ch-123
Aeschylus,6.37E-05,Aeschylus_Ch-124
Aeschylus,6.37E-05,Aeschylus_Ch-125
Aeschylus,6.37E-05,Aeschylus_Ch-126
Aeschylus,6.37E-05,Aeschylus_Ch-127
Aeschylus,6.37E-05,Aeschylus_Ch-128
Aeschylus,6.37E-05,Aeschylus_Ch-129
Aeschylus,6.37E-05,Aeschylus_Ch-130
Aeschylus,6.37E-05,Aeschylus_Ch-131
Aeschylus,6.37E-05,Aeschylus_Ch-132
Aeschylus,6.37E-05,Aeschylus_Ch-133
Aeschylus,6.37E-05,Aeschylus_Ch-134
Aeschylus,6.37E-05,Aeschylus_Ch-135
Aeschylus,6.37E-05,Aeschylus_Ch-136
Aeschylus,6.37E-05,Aeschylus_Ch-137
Aeschylus,6.37E-05,Aeschylus_Ch-138
Aeschylus,6.37E-05,Aeschylus_Ch-139
Aeschylus,6.37E-05,Aeschylus_Ch-140
Aeschylus,6.37E-05,Aeschylus_Ch-141
Aeschylus,6.37E-05,Aeschylus_Ch-142
Aeschylus,6.37E-05,Aeschylus_Ch-143
Aeschylus,6.37E-05,Aeschylus_Ch-144
Aeschylus,6.37E-05,Aeschylus_Ch-145
Aeschylus,6.37E-05,Aeschylus_Ch-146
Aeschylus,6.37E-05,Aeschylus_Ch-147
Aeschylus,6.37E-05,Aeschylus_Ch-148
Aeschylus,6.37E-05,Aeschylus_Ch-149
Aeschylus,6.37E-05,Aeschylus_Ch-150
Aeschylus,6.37E-05,Aeschylus_Ch-151
Aeschylus,6.37E-05,Aeschylus_Ch-152
Aeschylus,6.37E-05,Aeschylus_Ch-153
Aeschylus,6.37E-05,Aeschylus_Ch-154
Aeschylus,6.37E-05,Aeschylus_Ch-155
Aeschylus,6.37E-05,Aeschylus_Ch-156
Aeschylus,6.37E-05,Aeschylus_Ch-157
Aeschylus,6.37E-05,Aeschylus_Ch-158
Aeschylus,6.37E-05,Aeschylus_Eumenides-1
Aeschylus,6.37E-05,Aeschylus_Eumenides-2
Aeschylus,6.37E-05,Aeschylus_Eumenides-3
Aeschylus,6.37E-05,Aeschylus_Eumenides-4
Aeschylus,6.37E-05,Aeschylus_Eumenides-5
Aeschylus,6.37E-05,Aeschylus_Eumenides-6
Aeschylus,6.37E-05,Aeschylus_Eumenides-7
Aeschylus,6.37E-05,Aeschylus_Eumenides-8
Aeschylus,6.37E-05,Aeschylus_Eumenides-9
Aeschylus,6.37E-05,Aeschylus_Eumenides-10
Aeschylus,6.37E-05,Aeschylus_Eumenides-11
Aeschylus,6.37E-05,Aeschylus_Eumenides-12
Aeschylus,6.37E-05,Aeschylus_Eumenides-13
Aeschylus,6.37E-05,Aeschylus_Eumenides-14
Aeschylus,6.37E-05,Aeschylus_Eumenides-15
Aeschylus,6.37E-05,Aeschylus_Eumenides-16
Aeschylus,6.37E-05,Aeschylus_Eumenides-17
Aeschylus,6.37E-05,Aeschylus_Eumenides-18
Aeschylus,6.37E-05,Aeschylus_Eumenides-19
Aeschylus,6.37E-05,Aeschylus_Eumenides-20
Aeschylus,6.37E-05,Aeschylus_Eumenides-21
Aeschylus,6.37E-05,Aeschylus_Eumenides-22
Aeschylus,6.37E-05,Aeschylus_Eumenides-23
Aeschylus,6.37E-05,Aeschylus_Eumenides-24
Aeschylus,6.37E-05,Aeschylus_Eumenides-25
Aeschylus,6.37E-05,Aeschylus_Eumenides-26
Aeschylus,6.37E-05,Aeschylus_Eumenides-27
Aeschylus,6.37E-05,Aeschylus_Eumenides-28
Aeschylus,6.37E-05,Aeschylus_Eumenides-29
Aeschylus,6.37E-05,Aeschylus_Eumenides-30
Aeschylus,6.37E-05,Aeschylus_Eumenides-31
Aeschylus,6.37E-05,Aeschylus_Eumenides-32
Aeschylus,6.37E-05,Aeschylus_Eumenides-33
Aeschylus,6.37E-05,Aeschylus_Eumenides-34
Aeschylus,6.37E-05,Aeschylus_Eumenides-35
Aeschylus,6.37E-05,Aeschylus_Eumenides-36
Aeschylus,6.37E-05,Aeschylus_Eumenides-37
Aeschylus,6.37E-05,Aeschylus_Eumenides-38
Aeschylus,6.37E-05,Aeschylus_Eumenides-39
Aeschylus,6.37E-05,Aeschylus_Eumenides-40
Aeschylus,6.37E-05,Aeschylus_Eumenides-41
Aeschylus,6.37E-05,Aeschylus_Eumenides-42
Aeschylus,6.37E-05,Aeschylus_Eumenides-43
Aeschylus,6.37E-05,Aeschylus_Eumenides-44
Aeschylus,6.37E-05,Aeschylus_Eumenides-45
Aeschylus,6.37E-05,Aeschylus_Eumenides-46
Aeschylus,6.37E-05,Aeschylus_Eumenides-47
Aeschylus,6.37E-05,Aeschylus_Eumenides-48
Aeschylus,6.37E-05,Aeschylus_Eumenides-49
Aeschylus,6.37E-05,Aeschylus_Eumenides-50
Aeschylus,6.37E-05,Aeschylus_Eumenides-51
Aeschylus,6.37E-05,Aeschylus_Eumenides-52
