"","V1"
"166","Aeschylus_Agamemnon-166"
"167","Aeschylus_Agamemnon-167"
"168","Aeschylus_Agamemnon-168"
"169","Aeschylus_Agamemnon-169"
"170","Aeschylus_Agamemnon-170"
"171","Aeschylus_Agamemnon-171"
"172","Aeschylus_Agamemnon-172"
"173","Aeschylus_Agamemnon-173"
"174","Aeschylus_Agamemnon-174"
"175","Aeschylus_Agamemnon-175"
"176","Aeschylus_Agamemnon-176"
"177","Aeschylus_Agamemnon-177"
"178","Aeschylus_Agamemnon-178"
"179","Aeschylus_Agamemnon-179"
"180","Aeschylus_Agamemnon-180"
"181","Aeschylus_Agamemnon-181"
"182","Aeschylus_Agamemnon-182"
"183","Aeschylus_Agamemnon-183"
"184","Aeschylus_Agamemnon-184"
"185","Aeschylus_Agamemnon-185"
"186","Aeschylus_Agamemnon-186"
"187","Aeschylus_Agamemnon-187"
"188","Aeschylus_Agamemnon-188"
"189","Aeschylus_Agamemnon-189"
"190","Aeschylus_Agamemnon-190"
"191","Aeschylus_Agamemnon-191"
"192","Aeschylus_Agamemnon-192"
"193","Aeschylus_Agamemnon-193"
"194","Aeschylus_Agamemnon-194"
"195","Aeschylus_Agamemnon-195"
"196","Aeschylus_Agamemnon-196"
"197","Aeschylus_Agamemnon-197"
"198","Aeschylus_Agamemnon-198"
"199","Aeschylus_Agamemnon-199"
"200","Aeschylus_Agamemnon-200"
"201","Aeschylus_Agamemnon-201"
"202","Aeschylus_Agamemnon-202"
"203","Aeschylus_Agamemnon-203"
"204","Aeschylus_Agamemnon-204"
"205","Aeschylus_Agamemnon-205"
"206","Aeschylus_Agamemnon-206"
"207","Aeschylus_Agamemnon-207"
"208","Aeschylus_Agamemnon-208"
"209","Aeschylus_Agamemnon-209"
"210","Aeschylus_Agamemnon-210"
"211","Aeschylus_Agamemnon-211"
"212","Aeschylus_Agamemnon-212"
"213","Aeschylus_Agamemnon-213"
"214","Aeschylus_Agamemnon-214"
"215","Aeschylus_Agamemnon-215"
"216","Aeschylus_Agamemnon-216"
"217","Aeschylus_Agamemnon-217"
"218","Aeschylus_Agamemnon-218"
"219","Aeschylus_Agamemnon-219"
"220","Aeschylus_Agamemnon-220"
"221","Aeschylus_Agamemnon-221"
"222","Aeschylus_Agamemnon-222"
"223","Aeschylus_Agamemnon-223"
"224","Aeschylus_Agamemnon-224"
"225","Aeschylus_Agamemnon-225"
"226","Aeschylus_Agamemnon-226"
"227","Aeschylus_Agamemnon-227"
"228","Aeschylus_Agamemnon-228"
"229","Aeschylus_Agamemnon-229"
"230","Aeschylus_Agamemnon-230"
"231","Aeschylus_Agamemnon-231"
"232","Aeschylus_Agamemnon-232"
"233","Aeschylus_Agamemnon-233"
"234","Aeschylus_Agamemnon-234"
"235","Aeschylus_Agamemnon-235"
"236","Aeschylus_Agamemnon-236"
"237","Aeschylus_Agamemnon-237"
"238","Aeschylus_Agamemnon-238"
"239","Aeschylus_Agamemnon-239"
"240","Aeschylus_Agamemnon-240"
"241","Aeschylus_Agamemnon-241"
"242","Aeschylus_Agamemnon-242"
"243","Aeschylus_Agamemnon-243"
"244","Aeschylus_Agamemnon-244"
"245","Aeschylus_Agamemnon-245"
"246","Aeschylus_Agamemnon-246"
"247","Aeschylus_Agamemnon-247"
"248","Aeschylus_Agamemnon-248"
"249","Aeschylus_Agamemnon-249"
"250","Aeschylus_Agamemnon-250"
"251","Aeschylus_Agamemnon-251"
"252","Aeschylus_Agamemnon-252"
"253","Aeschylus_Agamemnon-253"
"254","Aeschylus_Agamemnon-254"
"255","Aeschylus_Agamemnon-255"
"256","Aeschylus_Agamemnon-256"
"257","Aeschylus_Agamemnon-257"
"258","Aeschylus_Agamemnon-258"
"259","Aeschylus_Agamemnon-259"
"260","Aeschylus_Agamemnon-260"
"261","Aeschylus_Agamemnon-261"
"262","Aeschylus_Agamemnon-262"
"263","Aeschylus_Agamemnon-263"
"264","Aeschylus_Agamemnon-264"
"265","Aeschylus_Agamemnon-265"
"266","Aeschylus_Agamemnon-266"
"267","Aeschylus_Agamemnon-267"
"268","Aeschylus_Agamemnon-268"
"269","Aeschylus_Agamemnon-269"
"270","Aeschylus_Agamemnon-270"
"271","Aeschylus_Agamemnon-271"
"272","Aeschylus_Agamemnon-272"
"273","Aeschylus_Agamemnon-273"
"274","Aeschylus_Agamemnon-274"
"275","Aeschylus_Agamemnon-275"
"276","Aeschylus_Agamemnon-276"
"277","Aeschylus_Agamemnon-277"
"278","Aeschylus_Agamemnon-278"
"279","Aeschylus_Agamemnon-279"
"280","Aeschylus_Agamemnon-280"
"281","Aeschylus_Agamemnon-281"
"282","Aeschylus_Agamemnon-282"
"283","Aeschylus_Agamemnon-283"
"284","Aeschylus_Agamemnon-284"
"285","Aeschylus_Agamemnon-285"
"286","Aeschylus_Agamemnon-286"
"287","Aeschylus_Agamemnon-287"
"288","Aeschylus_Agamemnon-288"
"289","Aeschylus_Agamemnon-289"
"290","Aeschylus_Agamemnon-290"
"291","Aeschylus_Agamemnon-291"
"292","Aeschylus_Agamemnon-292"
"293","Aeschylus_Agamemnon-293"
"294","Aeschylus_Agamemnon-294"
"295","Aeschylus_Agamemnon-295"
"296","Aeschylus_Agamemnon-296"
"297","Aeschylus_Agamemnon-297"
"298","Aeschylus_Agamemnon-298"
"299","Aeschylus_Agamemnon-299"
"300","Aeschylus_Agamemnon-300"
"301","Aeschylus_Agamemnon-301"
"302","Aeschylus_Agamemnon-302"
"303","Aeschylus_Agamemnon-303"
"304","Aeschylus_Agamemnon-304"
"305","Aeschylus_Agamemnon-305"
"306","Aeschylus_Agamemnon-306"
"307","Aeschylus_Agamemnon-307"
"308","Aeschylus_Agamemnon-308"
"309","Aeschylus_Agamemnon-309"
"310","Aeschylus_Agamemnon-310"
"311","Aeschylus_Agamemnon-311"
"312","Aeschylus_Agamemnon-312"
"313","Aeschylus_Agamemnon-313"
"314","Aeschylus_Agamemnon-314"
"315","Aeschylus_Agamemnon-315"
"316","Aeschylus_Agamemnon-316"
"317","Aeschylus_Agamemnon-317"
"318","Aeschylus_Agamemnon-318"
"319","Aeschylus_Ch-1"
"320","Aeschylus_Ch-2"
"321","Aeschylus_Ch-3"
"322","Aeschylus_Ch-4"
"323","Aeschylus_Ch-5"
"324","Aeschylus_Ch-6"
"325","Aeschylus_Ch-7"
"326","Aeschylus_Ch-8"
"327","Aeschylus_Ch-9"
"328","Aeschylus_Ch-10"
"329","Aeschylus_Ch-11"
"330","Aeschylus_Ch-12"
"331","Aeschylus_Ch-13"
"332","Aeschylus_Ch-14"
"333","Aeschylus_Ch-15"
"334","Aeschylus_Ch-16"
"335","Aeschylus_Ch-17"
"336","Aeschylus_Ch-18"
"337","Aeschylus_Ch-19"
"338","Aeschylus_Ch-20"
"339","Aeschylus_Ch-21"
"340","Aeschylus_Ch-22"
"341","Aeschylus_Ch-23"
"342","Aeschylus_Ch-24"
"343","Aeschylus_Ch-25"
"344","Aeschylus_Ch-26"
"345","Aeschylus_Ch-27"
"346","Aeschylus_Ch-28"
"347","Aeschylus_Ch-29"
"348","Aeschylus_Ch-30"
"349","Aeschylus_Ch-31"
"350","Aeschylus_Ch-32"
"351","Aeschylus_Ch-33"
"352","Aeschylus_Ch-34"
"353","Aeschylus_Ch-35"
"354","Aeschylus_Ch-36"
"355","Aeschylus_Ch-37"
"356","Aeschylus_Ch-38"
"357","Aeschylus_Ch-39"
"358","Aeschylus_Ch-40"
"359","Aeschylus_Ch-41"
"360","Aeschylus_Ch-42"
"361","Aeschylus_Ch-43"
"362","Aeschylus_Ch-44"
"363","Aeschylus_Ch-45"
"364","Aeschylus_Ch-46"
"365","Aeschylus_Ch-47"
"366","Aeschylus_Ch-48"
"367","Aeschylus_Ch-49"
"368","Aeschylus_Ch-50"
"369","Aeschylus_Ch-51"
"370","Aeschylus_Ch-52"
"371","Aeschylus_Ch-53"
"372","Aeschylus_Ch-54"
"373","Aeschylus_Ch-55"
"374","Aeschylus_Ch-56"
"375","Aeschylus_Ch-57"
"376","Aeschylus_Ch-58"
"377","Aeschylus_Ch-59"
"378","Aeschylus_Ch-60"
"379","Aeschylus_Ch-61"
"380","Aeschylus_Ch-62"
"381","Aeschylus_Ch-63"
"382","Aeschylus_Ch-64"
"383","Aeschylus_Ch-65"
"384","Aeschylus_Ch-66"
"385","Aeschylus_Ch-67"
"386","Aeschylus_Ch-68"
"387","Aeschylus_Ch-69"
"388","Aeschylus_Ch-70"
"389","Aeschylus_Ch-71"
"390","Aeschylus_Ch-72"
"391","Aeschylus_Ch-73"
"392","Aeschylus_Ch-74"
"393","Aeschylus_Ch-75"
"394","Aeschylus_Ch-76"
"395","Aeschylus_Ch-77"
"396","Aeschylus_Ch-78"
"397","Aeschylus_Ch-79"
"398","Aeschylus_Ch-80"
"399","Aeschylus_Ch-81"
"400","Aeschylus_Ch-82"
"401","Aeschylus_Ch-83"
"402","Aeschylus_Ch-84"
"403","Aeschylus_Ch-85"
"404","Aeschylus_Ch-86"
"405","Aeschylus_Ch-87"
"406","Aeschylus_Ch-88"
"407","Aeschylus_Ch-89"
"408","Aeschylus_Ch-90"
"409","Aeschylus_Ch-91"
"410","Aeschylus_Ch-92"
"411","Aeschylus_Ch-93"
"412","Aeschylus_Ch-94"
"413","Aeschylus_Ch-95"
"414","Aeschylus_Ch-96"
"415","Aeschylus_Ch-97"
"416","Aeschylus_Ch-98"
"417","Aeschylus_Ch-99"
"418","Aeschylus_Ch-100"
"419","Aeschylus_Ch-101"
"420","Aeschylus_Ch-102"
"421","Aeschylus_Ch-103"
"422","Aeschylus_Ch-104"
"423","Aeschylus_Ch-105"
"424","Aeschylus_Ch-106"
"425","Aeschylus_Ch-107"
"426","Aeschylus_Ch-108"
"427","Aeschylus_Ch-109"
"428","Aeschylus_Ch-110"
"429","Aeschylus_Ch-111"
"430","Aeschylus_Ch-112"
"431","Aeschylus_Ch-113"
"432","Aeschylus_Ch-114"
"433","Aeschylus_Ch-115"
"434","Aeschylus_Ch-116"
"435","Aeschylus_Ch-117"
"436","Aeschylus_Ch-118"
"437","Aeschylus_Ch-119"
"438","Aeschylus_Ch-120"
"439","Aeschylus_Ch-121"
"440","Aeschylus_Ch-122"
"441","Aeschylus_Ch-123"
"442","Aeschylus_Ch-124"
"443","Aeschylus_Ch-125"
"444","Aeschylus_Ch-126"
"445","Aeschylus_Ch-127"
"446","Aeschylus_Ch-128"
"447","Aeschylus_Ch-129"
"448","Aeschylus_Ch-130"
"449","Aeschylus_Ch-131"
"450","Aeschylus_Ch-132"
"451","Aeschylus_Ch-133"
"452","Aeschylus_Ch-134"
"453","Aeschylus_Ch-135"
"454","Aeschylus_Ch-136"
"455","Aeschylus_Ch-137"
"456","Aeschylus_Ch-138"
"457","Aeschylus_Ch-139"
"458","Aeschylus_Ch-140"
"459","Aeschylus_Ch-141"
"460","Aeschylus_Ch-142"
"461","Aeschylus_Ch-143"
"462","Aeschylus_Ch-144"
"463","Aeschylus_Ch-145"
"464","Aeschylus_Ch-146"
"465","Aeschylus_Ch-147"
"466","Aeschylus_Ch-148"
"467","Aeschylus_Ch-149"
"468","Aeschylus_Ch-150"
"469","Aeschylus_Ch-151"
"470","Aeschylus_Ch-152"
"471","Aeschylus_Ch-153"
"472","Aeschylus_Ch-154"
"473","Aeschylus_Ch-155"
"474","Aeschylus_Ch-156"
"475","Aeschylus_Ch-157"
"476","Aeschylus_Ch-158"
"477","Aeschylus_Ch-159"
"478","Aeschylus_Ch-160"
"479","Aeschylus_Ch-161"
"480","Aeschylus_Ch-162"
"481","Aeschylus_Ch-163"
"482","Aeschylus_Ch-164"
"483","Aeschylus_Ch-165"
"484","Aeschylus_Ch-166"
"485","Aeschylus_Ch-167"
"486","Aeschylus_Ch-168"
"487","Aeschylus_Ch-169"
"488","Aeschylus_Ch-170"
"489","Aeschylus_Ch-171"
"490","Aeschylus_Ch-172"
"491","Aeschylus_Ch-173"
"492","Aeschylus_Ch-174"
"493","Aeschylus_Ch-175"
"494","Aeschylus_Ch-176"
"495","Aeschylus_Ch-177"
"496","Aeschylus_Ch-178"
"497","Aeschylus_Ch-179"
"498","Aeschylus_Ch-180"
"499","Aeschylus_Ch-181"
"500","Aeschylus_Ch-182"
"501","Aeschylus_Ch-183"
"502","Aeschylus_Ch-184"
"503","Aeschylus_Eumenides-1"
"504","Aeschylus_Eumenides-2"
"505","Aeschylus_Eumenides-3"
"506","Aeschylus_Eumenides-4"
"507","Aeschylus_Eumenides-5"
"508","Aeschylus_Eumenides-6"
"509","Aeschylus_Eumenides-7"
"510","Aeschylus_Eumenides-8"
"511","Aeschylus_Eumenides-9"
"512","Aeschylus_Eumenides-10"
"513","Aeschylus_Eumenides-11"
"514","Aeschylus_Eumenides-12"
"515","Aeschylus_Eumenides-13"
"516","Aeschylus_Eumenides-14"
"517","Aeschylus_Eumenides-15"
"518","Aeschylus_Eumenides-16"
"519","Aeschylus_Eumenides-17"
"520","Aeschylus_Eumenides-18"
"521","Aeschylus_Eumenides-19"
"522","Aeschylus_Eumenides-20"
"523","Aeschylus_Eumenides-21"
"524","Aeschylus_Eumenides-22"
"525","Aeschylus_Eumenides-23"
"526","Aeschylus_Eumenides-24"
"527","Aeschylus_Eumenides-25"
"528","Aeschylus_Eumenides-26"
"529","Aeschylus_Eumenides-27"
"530","Aeschylus_Eumenides-28"
"531","Aeschylus_Eumenides-29"
"532","Aeschylus_Eumenides-30"
"533","Aeschylus_Eumenides-31"
"534","Aeschylus_Eumenides-32"
"535","Aeschylus_Eumenides-33"
"536","Aeschylus_Eumenides-34"
"537","Aeschylus_Eumenides-35"
"538","Aeschylus_Eumenides-36"
"539","Aeschylus_Eumenides-37"
"540","Aeschylus_Eumenides-38"
"541","Aeschylus_Eumenides-39"
"542","Aeschylus_Eumenides-40"
"543","Aeschylus_Eumenides-41"
"544","Aeschylus_Eumenides-42"
"545","Aeschylus_Eumenides-43"
"546","Aeschylus_Eumenides-44"
"547","Aeschylus_Eumenides-45"
"548","Aeschylus_Eumenides-46"
"549","Aeschylus_Eumenides-47"
"550","Aeschylus_Eumenides-48"
"551","Aeschylus_Eumenides-49"
"552","Aeschylus_Eumenides-50"
"553","Aeschylus_Eumenides-51"
"554","Aeschylus_Eumenides-52"
"555","Aeschylus_Eumenides-53"
"556","Aeschylus_Eumenides-54"
"557","Aeschylus_Eumenides-55"
"558","Aeschylus_Eumenides-56"
"559","Aeschylus_Eumenides-57"
"560","Aeschylus_Eumenides-58"
"561","Aeschylus_Eumenides-59"
"562","Aeschylus_Eumenides-60"
"563","Aeschylus_Eumenides-61"
"564","Aeschylus_Eumenides-62"
"565","Aeschylus_Eumenides-63"
"566","Aeschylus_Eumenides-64"
"567","Aeschylus_Eumenides-65"
"568","Aeschylus_Eumenides-66"
"569","Aeschylus_Eumenides-67"
"570","Aeschylus_Eumenides-68"
"571","Aeschylus_Eumenides-69"
"572","Aeschylus_Eumenides-70"
"573","Aeschylus_Eumenides-71"
"574","Aeschylus_Eumenides-72"
"575","Aeschylus_Eumenides-73"
"576","Aeschylus_Eumenides-74"
"577","Aeschylus_Eumenides-75"
"578","Aeschylus_Eumenides-76"
"579","Aeschylus_Eumenides-77"
"580","Aeschylus_Eumenides-78"
"581","Aeschylus_Eumenides-79"
"582","Aeschylus_Eumenides-80"
"583","Aeschylus_Eumenides-81"
"584","Aeschylus_Eumenides-82"
"585","Aeschylus_Eumenides-83"
"586","Aeschylus_Eumenides-84"
"587","Aeschylus_Eumenides-85"
"588","Aeschylus_Eumenides-86"
"589","Aeschylus_Eumenides-87"
"590","Aeschylus_Eumenides-88"
"591","Aeschylus_Eumenides-89"
"592","Aeschylus_Eumenides-90"
"593","Aeschylus_Eumenides-91"
"594","Aeschylus_Eumenides-92"
"595","Aeschylus_Eumenides-93"
"596","Aeschylus_Eumenides-94"
"597","Aeschylus_Eumenides-95"
"598","Aeschylus_Eumenides-96"
"599","Aeschylus_Eumenides-97"
"600","Aeschylus_Eumenides-98"
"601","Aeschylus_Eumenides-99"
"602","Aeschylus_Eumenides-100"
"603","Aeschylus_Eumenides-101"
"604","Aeschylus_Eumenides-102"
"605","Aeschylus_Eumenides-103"
"606","Aeschylus_Eumenides-104"
"607","Aeschylus_Eumenides-105"
"608","Aeschylus_Eumenides-106"
"609","Aeschylus_Eumenides-107"
"610","Aeschylus_Eumenides-108"
"611","Aeschylus_Eumenides-109"
"612","Aeschylus_Eumenides-110"
"613","Aeschylus_Eumenides-111"
"614","Aeschylus_Eumenides-112"
"615","Aeschylus_Eumenides-113"
"616","Aeschylus_Eumenides-114"
"617","Aeschylus_Eumenides-115"
"618","Aeschylus_Eumenides-116"
"619","Aeschylus_Eumenides-117"
"620","Aeschylus_Eumenides-118"
"621","Aeschylus_Eumenides-119"
"622","Aeschylus_Eumenides-120"
"623","Aeschylus_Eumenides-121"
"624","Aeschylus_Eumenides-122"
"625","Aeschylus_Eumenides-123"
"626","Aeschylus_Eumenides-124"
"627","Aeschylus_Eumenides-125"
"628","Aeschylus_Eumenides-126"
"629","Aeschylus_Eumenides-127"
"630","Aeschylus_Eumenides-128"
"631","Aeschylus_Eumenides-129"
"632","Aeschylus_Eumenides-130"
"633","Aeschylus_Eumenides-131"
"634","Aeschylus_Eumenides-132"
"635","Aeschylus_Eumenides-133"
"636","Aeschylus_Eumenides-134"
"637","Aeschylus_Eumenides-135"
"638","Aeschylus_Eumenides-136"
"639","Aeschylus_Eumenides-137"
"640","Aeschylus_Eumenides-138"
"641","Aeschylus_Eumenides-139"
"642","Aeschylus_Eumenides-140"
"643","Aeschylus_Eumenides-141"
"644","Aeschylus_Eumenides-142"
"645","Aeschylus_Eumenides-143"
"646","Aeschylus_Eumenides-144"
"647","Aeschylus_Eumenides-145"
"648","Aeschylus_Eumenides-146"
"649","Aeschylus_Eumenides-147"
"650","Aeschylus_Eumenides-148"
"651","Aeschylus_Eumenides-149"
"652","Aeschylus_Eumenides-150"
"653","Aeschylus_Eumenides-151"
"654","Aeschylus_Eumenides-152"
"655","Aeschylus_Eumenides-153"
"656","Aeschylus_Eumenides-154"
"657","Aeschylus_Eumenides-155"
"658","Aeschylus_Eumenides-156"
"659","Aeschylus_Eumenides-157"
"660","Aeschylus_Eumenides-158"
"661","Aeschylus_Eumenides-159"
"662","Aeschylus_Eumenides-160"
"663","Aeschylus_Eumenides-161"
"664","Aeschylus_Eumenides-162"
"665","Aeschylus_Eumenides-163"
"666","Aeschylus_Eumenides-164"
"667","Aeschylus_Eumenides-165"
"668","Aeschylus_Eumenides-166"
"669","Aeschylus_Eumenides-167"
"670","Aeschylus_Eumenides-168"
"671","Aeschylus_Eumenides-169"
"672","Aeschylus_Eumenides-170"
"673","Aeschylus_Eumenides-171"
"674","Aeschylus_Eumenides-172"
"675","Aeschylus_Eumenides-173"
"676","Aeschylus_Eumenides-174"
"677","Aeschylus_Eumenides-175"
"678","Aeschylus_Eumenides-176"
"679","Aeschylus_Eumenides-177"
"680","Aeschylus_Eumenides-178"
"681","Aeschylus_Eumenides-179"
"682","Aeschylus_Eumenides-180"
"683","Aeschylus_Eumenides-181"
"684","Aeschylus_Eumenides-182"
"685","Aeschylus_Eumenides-183"
"686","Aeschylus_Eumenides-184"
"687","Aeschylus_Eumenides-185"
"688","Aeschylus_Eumenides-186"
"689","Aeschylus_Eumenides-187"
"690","Aeschylus_Eumenides-188"
"691","Aeschylus_Eumenides-189"
"692","Aeschylus_Eumenides-190"
"693","Aeschylus_Eumenides-191"
"694","Aeschylus_Eumenides-192"
"695","Aeschylus_Eumenides-193"
"696","Aeschylus_Eumenides-194"
"697","Aeschylus_Eumenides-195"
"698","Aeschylus_Eumenides-196"
"699","Aeschylus_Eumenides-197"
"700","Aeschylus_Eumenides-198"
"701","Aeschylus_Eumenides-199"
"702","Aeschylus_Eumenides-200"
"703","Aeschylus_Eumenides-201"
"704","Aeschylus_Eumenides-202"
"705","Aeschylus_Eumenides-203"
"706","Aeschylus_Eumenides-204"
"707","Aeschylus_Eumenides-205"
"708","Aeschylus_Persians-1"
"709","Aeschylus_Persians-2"
"710","Aeschylus_Persians-3"
"711","Aeschylus_Persians-4"
"712","Aeschylus_Persians-5"
"713","Aeschylus_Persians-6"
"714","Aeschylus_Persians-7"
"715","Aeschylus_Persians-8"
"716","Aeschylus_Persians-9"
"717","Aeschylus_Persians-10"
"718","Aeschylus_Persians-11"
"719","Aeschylus_Persians-12"
"720","Aeschylus_Persians-13"
"721","Aeschylus_Persians-14"
"722","Aeschylus_Persians-15"
"723","Aeschylus_Persians-16"
"724","Aeschylus_Persians-17"
"725","Aeschylus_Persians-18"
"726","Aeschylus_Persians-19"
"727","Aeschylus_Persians-20"
"728","Aeschylus_Persians-21"
"729","Aeschylus_Persians-22"
"730","Aeschylus_Persians-23"
"731","Aeschylus_Persians-24"
"732","Aeschylus_Persians-25"
"733","Aeschylus_Persians-26"
"734","Aeschylus_Persians-27"
"735","Aeschylus_Persians-28"
"736","Aeschylus_Persians-29"
"737","Aeschylus_Persians-30"
"738","Aeschylus_Persians-31"
"739","Aeschylus_Persians-32"
"740","Aeschylus_Persians-33"
"741","Aeschylus_Persians-34"
"742","Aeschylus_Persians-35"
