authors,prob_ratio,chunk_id
Aeschylus,9.10E-05,Aeschylus_Agamemnon-138
Aeschylus,9.10E-05,Aeschylus_Agamemnon-139
Aeschylus,9.10E-05,Aeschylus_Agamemnon-140
Aeschylus,9.10E-05,Aeschylus_Agamemnon-141
Aeschylus,9.10E-05,Aeschylus_Agamemnon-142
Aeschylus,9.10E-05,Aeschylus_Agamemnon-143
Aeschylus,9.10E-05,Aeschylus_Agamemnon-144
Aeschylus,9.10E-05,Aeschylus_Agamemnon-145
Aeschylus,9.10E-05,Aeschylus_Agamemnon-146
Aeschylus,9.10E-05,Aeschylus_Agamemnon-147
Aeschylus,9.10E-05,Aeschylus_Agamemnon-148
Aeschylus,9.10E-05,Aeschylus_Agamemnon-149
Aeschylus,9.10E-05,Aeschylus_Agamemnon-150
Aeschylus,9.10E-05,Aeschylus_Agamemnon-151
Aeschylus,9.10E-05,Aeschylus_Agamemnon-152
Aeschylus,9.10E-05,Aeschylus_Agamemnon-153
Aeschylus,9.10E-05,Aeschylus_Agamemnon-154
Aeschylus,9.10E-05,Aeschylus_Agamemnon-155
Aeschylus,9.10E-05,Aeschylus_Agamemnon-156
Aeschylus,9.10E-05,Aeschylus_Agamemnon-157
Aeschylus,9.10E-05,Aeschylus_Agamemnon-158
Aeschylus,9.10E-05,Aeschylus_Agamemnon-159
Aeschylus,9.10E-05,Aeschylus_Agamemnon-160
Aeschylus,9.10E-05,Aeschylus_Agamemnon-161
Aeschylus,9.10E-05,Aeschylus_Agamemnon-162
Aeschylus,9.10E-05,Aeschylus_Agamemnon-163
Aeschylus,9.10E-05,Aeschylus_Agamemnon-164
Aeschylus,9.10E-05,Aeschylus_Agamemnon-165
Aeschylus,9.10E-05,Aeschylus_Agamemnon-166
Aeschylus,9.10E-05,Aeschylus_Agamemnon-167
Aeschylus,9.10E-05,Aeschylus_Agamemnon-168
Aeschylus,9.10E-05,Aeschylus_Agamemnon-169
Aeschylus,9.10E-05,Aeschylus_Agamemnon-170
Aeschylus,9.10E-05,Aeschylus_Agamemnon-171
Aeschylus,9.10E-05,Aeschylus_Agamemnon-172
Aeschylus,9.10E-05,Aeschylus_Agamemnon-173
Aeschylus,9.10E-05,Aeschylus_Agamemnon-174
Aeschylus,9.10E-05,Aeschylus_Agamemnon-175
Aeschylus,9.10E-05,Aeschylus_Agamemnon-176
Aeschylus,9.10E-05,Aeschylus_Agamemnon-177
Aeschylus,9.10E-05,Aeschylus_Agamemnon-178
Aeschylus,9.10E-05,Aeschylus_Agamemnon-179
Aeschylus,9.10E-05,Aeschylus_Agamemnon-180
Aeschylus,9.10E-05,Aeschylus_Agamemnon-181
Aeschylus,9.10E-05,Aeschylus_Agamemnon-182
Aeschylus,9.10E-05,Aeschylus_Agamemnon-183
Aeschylus,9.10E-05,Aeschylus_Agamemnon-184
Aeschylus,9.10E-05,Aeschylus_Agamemnon-185
Aeschylus,9.10E-05,Aeschylus_Agamemnon-186
Aeschylus,9.10E-05,Aeschylus_Agamemnon-187
Aeschylus,9.10E-05,Aeschylus_Agamemnon-188
Aeschylus,9.10E-05,Aeschylus_Agamemnon-189
Aeschylus,9.10E-05,Aeschylus_Agamemnon-190
Aeschylus,9.10E-05,Aeschylus_Agamemnon-191
Aeschylus,9.10E-05,Aeschylus_Ch-1
Aeschylus,9.10E-05,Aeschylus_Ch-2
Aeschylus,9.10E-05,Aeschylus_Ch-3
Aeschylus,9.10E-05,Aeschylus_Ch-4
Aeschylus,9.10E-05,Aeschylus_Ch-5
Aeschylus,9.10E-05,Aeschylus_Ch-6
Aeschylus,9.10E-05,Aeschylus_Ch-7
Aeschylus,9.10E-05,Aeschylus_Ch-8
Aeschylus,9.10E-05,Aeschylus_Ch-9
Aeschylus,9.10E-05,Aeschylus_Ch-10
Aeschylus,9.10E-05,Aeschylus_Ch-11
Aeschylus,9.10E-05,Aeschylus_Ch-12
Aeschylus,9.10E-05,Aeschylus_Ch-13
Aeschylus,9.10E-05,Aeschylus_Ch-14
Aeschylus,9.10E-05,Aeschylus_Ch-15
Aeschylus,9.10E-05,Aeschylus_Ch-16
Aeschylus,9.10E-05,Aeschylus_Ch-17
Aeschylus,9.10E-05,Aeschylus_Ch-18
Aeschylus,9.10E-05,Aeschylus_Ch-19
Aeschylus,9.10E-05,Aeschylus_Ch-20
Aeschylus,9.10E-05,Aeschylus_Ch-21
Aeschylus,9.10E-05,Aeschylus_Ch-22
Aeschylus,9.10E-05,Aeschylus_Ch-23
Aeschylus,9.10E-05,Aeschylus_Ch-24
Aeschylus,9.10E-05,Aeschylus_Ch-25
Aeschylus,9.10E-05,Aeschylus_Ch-26
Aeschylus,9.10E-05,Aeschylus_Ch-27
Aeschylus,9.10E-05,Aeschylus_Ch-28
Aeschylus,9.10E-05,Aeschylus_Ch-29
Aeschylus,9.10E-05,Aeschylus_Ch-30
Aeschylus,9.10E-05,Aeschylus_Ch-31
Aeschylus,9.10E-05,Aeschylus_Ch-32
Aeschylus,9.10E-05,Aeschylus_Ch-33
Aeschylus,9.10E-05,Aeschylus_Ch-34
Aeschylus,9.10E-05,Aeschylus_Ch-35
Aeschylus,9.10E-05,Aeschylus_Ch-36
Aeschylus,9.10E-05,Aeschylus_Ch-37
Aeschylus,9.10E-05,Aeschylus_Ch-38
Aeschylus,9.10E-05,Aeschylus_Ch-39
Aeschylus,9.10E-05,Aeschylus_Ch-40
Aeschylus,9.10E-05,Aeschylus_Ch-41
Aeschylus,9.10E-05,Aeschylus_Ch-42
Aeschylus,9.10E-05,Aeschylus_Ch-43
Aeschylus,9.10E-05,Aeschylus_Ch-44
Aeschylus,9.10E-05,Aeschylus_Ch-45
Aeschylus,9.10E-05,Aeschylus_Ch-46
Aeschylus,9.10E-05,Aeschylus_Ch-47
Aeschylus,9.10E-05,Aeschylus_Ch-48
Aeschylus,9.10E-05,Aeschylus_Ch-49
Aeschylus,9.10E-05,Aeschylus_Ch-50
Aeschylus,9.10E-05,Aeschylus_Ch-51
Aeschylus,9.10E-05,Aeschylus_Ch-52
Aeschylus,9.10E-05,Aeschylus_Ch-53
Aeschylus,9.10E-05,Aeschylus_Ch-54
Aeschylus,9.10E-05,Aeschylus_Ch-55
Aeschylus,9.10E-05,Aeschylus_Ch-56
Aeschylus,9.10E-05,Aeschylus_Ch-57
Aeschylus,9.10E-05,Aeschylus_Ch-58
Aeschylus,9.10E-05,Aeschylus_Ch-59
Aeschylus,9.10E-05,Aeschylus_Ch-60
Aeschylus,9.10E-05,Aeschylus_Ch-61
Aeschylus,9.10E-05,Aeschylus_Ch-62
Aeschylus,9.10E-05,Aeschylus_Ch-63
Aeschylus,9.10E-05,Aeschylus_Ch-64
Aeschylus,9.10E-05,Aeschylus_Ch-65
Aeschylus,9.10E-05,Aeschylus_Ch-66
Aeschylus,9.10E-05,Aeschylus_Ch-67
Aeschylus,9.10E-05,Aeschylus_Ch-68
Aeschylus,9.10E-05,Aeschylus_Ch-69
Aeschylus,9.10E-05,Aeschylus_Ch-70
Aeschylus,9.10E-05,Aeschylus_Ch-71
Aeschylus,9.10E-05,Aeschylus_Ch-72
Aeschylus,9.10E-05,Aeschylus_Ch-73
Aeschylus,9.10E-05,Aeschylus_Ch-74
Aeschylus,9.10E-05,Aeschylus_Ch-75
Aeschylus,9.10E-05,Aeschylus_Ch-76
Aeschylus,9.10E-05,Aeschylus_Ch-77
Aeschylus,9.10E-05,Aeschylus_Ch-78
Aeschylus,9.10E-05,Aeschylus_Ch-79
Aeschylus,9.10E-05,Aeschylus_Ch-80
Aeschylus,9.10E-05,Aeschylus_Ch-81
Aeschylus,9.10E-05,Aeschylus_Ch-82
Aeschylus,9.10E-05,Aeschylus_Ch-83
Aeschylus,9.10E-05,Aeschylus_Ch-84
Aeschylus,9.10E-05,Aeschylus_Ch-85
Aeschylus,9.10E-05,Aeschylus_Ch-86
Aeschylus,9.10E-05,Aeschylus_Ch-87
Aeschylus,9.10E-05,Aeschylus_Ch-88
Aeschylus,9.10E-05,Aeschylus_Ch-89
Aeschylus,9.10E-05,Aeschylus_Ch-90
Aeschylus,9.10E-05,Aeschylus_Ch-91
Aeschylus,9.10E-05,Aeschylus_Ch-92
Aeschylus,9.10E-05,Aeschylus_Ch-93
Aeschylus,9.10E-05,Aeschylus_Ch-94
Aeschylus,9.10E-05,Aeschylus_Ch-95
Aeschylus,9.10E-05,Aeschylus_Ch-96
Aeschylus,9.10E-05,Aeschylus_Ch-97
Aeschylus,9.10E-05,Aeschylus_Ch-98
Aeschylus,9.10E-05,Aeschylus_Ch-99
Aeschylus,9.10E-05,Aeschylus_Ch-100
Aeschylus,9.10E-05,Aeschylus_Ch-101
Aeschylus,9.10E-05,Aeschylus_Ch-102
Aeschylus,9.10E-05,Aeschylus_Ch-103
Aeschylus,9.10E-05,Aeschylus_Ch-104
Aeschylus,9.10E-05,Aeschylus_Ch-105
Aeschylus,9.10E-05,Aeschylus_Ch-106
Aeschylus,9.10E-05,Aeschylus_Ch-107
Aeschylus,9.10E-05,Aeschylus_Ch-108
Aeschylus,9.10E-05,Aeschylus_Ch-109
Aeschylus,9.10E-05,Aeschylus_Ch-110
Aeschylus,9.10E-05,Aeschylus_Eumenides-1
Aeschylus,9.10E-05,Aeschylus_Eumenides-2
Aeschylus,9.10E-05,Aeschylus_Eumenides-3
Aeschylus,9.10E-05,Aeschylus_Eumenides-4
Aeschylus,9.10E-05,Aeschylus_Eumenides-5
Aeschylus,9.10E-05,Aeschylus_Eumenides-6
Aeschylus,9.10E-05,Aeschylus_Eumenides-7
Aeschylus,9.10E-05,Aeschylus_Eumenides-8
Aeschylus,9.10E-05,Aeschylus_Eumenides-9
Aeschylus,9.10E-05,Aeschylus_Eumenides-10
Aeschylus,9.10E-05,Aeschylus_Eumenides-11
Aeschylus,9.10E-05,Aeschylus_Eumenides-12
Aeschylus,9.10E-05,Aeschylus_Eumenides-13
Aeschylus,9.10E-05,Aeschylus_Eumenides-14
Aeschylus,9.10E-05,Aeschylus_Eumenides-15
Aeschylus,9.10E-05,Aeschylus_Eumenides-16
Aeschylus,9.10E-05,Aeschylus_Eumenides-17
Aeschylus,9.10E-05,Aeschylus_Eumenides-18
Aeschylus,9.10E-05,Aeschylus_Eumenides-19
Aeschylus,9.10E-05,Aeschylus_Eumenides-20
Aeschylus,9.10E-05,Aeschylus_Eumenides-21
Aeschylus,9.10E-05,Aeschylus_Eumenides-22
Aeschylus,9.10E-05,Aeschylus_Eumenides-23
Aeschylus,9.10E-05,Aeschylus_Eumenides-24
Aeschylus,9.10E-05,Aeschylus_Eumenides-25
Aeschylus,9.10E-05,Aeschylus_Eumenides-26
Aeschylus,9.10E-05,Aeschylus_Eumenides-27
Aeschylus,9.10E-05,Aeschylus_Eumenides-28
Aeschylus,9.10E-05,Aeschylus_Eumenides-29
Aeschylus,9.10E-05,Aeschylus_Eumenides-30
Aeschylus,9.10E-05,Aeschylus_Eumenides-31
Aeschylus,9.10E-05,Aeschylus_Eumenides-32
Aeschylus,9.10E-05,Aeschylus_Eumenides-33
Aeschylus,9.10E-05,Aeschylus_Eumenides-34
Aeschylus,9.10E-05,Aeschylus_Eumenides-35
Aeschylus,9.10E-05,Aeschylus_Eumenides-36
Aeschylus,9.10E-05,Aeschylus_Eumenides-37
Aeschylus,9.10E-05,Aeschylus_Eumenides-38
Aeschylus,9.10E-05,Aeschylus_Eumenides-39
Aeschylus,9.10E-05,Aeschylus_Eumenides-40
Aeschylus,9.10E-05,Aeschylus_Eumenides-41
Aeschylus,9.10E-05,Aeschylus_Eumenides-42
Aeschylus,9.10E-05,Aeschylus_Eumenides-43
Aeschylus,9.10E-05,Aeschylus_Eumenides-44
Aeschylus,9.10E-05,Aeschylus_Eumenides-45
Aeschylus,9.10E-05,Aeschylus_Eumenides-46
Aeschylus,9.10E-05,Aeschylus_Eumenides-47
Aeschylus,9.10E-05,Aeschylus_Eumenides-48
Aeschylus,9.10E-05,Aeschylus_Eumenides-49
Aeschylus,9.10E-05,Aeschylus_Eumenides-50
Aeschylus,9.10E-05,Aeschylus_Eumenides-51
Aeschylus,9.10E-05,Aeschylus_Eumenides-52
Aeschylus,9.10E-05,Aeschylus_Eumenides-53
Aeschylus,9.10E-05,Aeschylus_Eumenides-54
Aeschylus,9.10E-05,Aeschylus_Eumenides-55
Aeschylus,9.10E-05,Aeschylus_Eumenides-56
Aeschylus,9.10E-05,Aeschylus_Eumenides-57
Aeschylus,9.10E-05,Aeschylus_Eumenides-58
Aeschylus,9.10E-05,Aeschylus_Eumenides-59
Aeschylus,9.10E-05,Aeschylus_Eumenides-60
Aeschylus,9.10E-05,Aeschylus_Eumenides-61
Aeschylus,9.10E-05,Aeschylus_Eumenides-62
Aeschylus,9.10E-05,Aeschylus_Eumenides-63
Aeschylus,9.10E-05,Aeschylus_Eumenides-64
Aeschylus,9.10E-05,Aeschylus_Eumenides-65
Aeschylus,9.10E-05,Aeschylus_Eumenides-66
Aeschylus,9.10E-05,Aeschylus_Eumenides-67
Aeschylus,9.10E-05,Aeschylus_Eumenides-68
Aeschylus,9.10E-05,Aeschylus_Eumenides-69
Aeschylus,9.10E-05,Aeschylus_Eumenides-70
Aeschylus,9.10E-05,Aeschylus_Eumenides-71
Aeschylus,9.10E-05,Aeschylus_Eumenides-72
Aeschylus,9.10E-05,Aeschylus_Eumenides-73
Aeschylus,9.10E-05,Aeschylus_Eumenides-74
Aeschylus,9.10E-05,Aeschylus_Eumenides-75
Aeschylus,9.10E-05,Aeschylus_Eumenides-76
Aeschylus,9.10E-05,Aeschylus_Eumenides-77
Aeschylus,9.10E-05,Aeschylus_Eumenides-78
Aeschylus,9.10E-05,Aeschylus_Eumenides-79
Aeschylus,9.10E-05,Aeschylus_Eumenides-80
Aeschylus,9.10E-05,Aeschylus_Eumenides-81
Aeschylus,9.10E-05,Aeschylus_Eumenides-82
Aeschylus,9.10E-05,Aeschylus_Eumenides-83
Aeschylus,9.10E-05,Aeschylus_Eumenides-84
Aeschylus,9.10E-05,Aeschylus_Eumenides-85
Aeschylus,9.10E-05,Aeschylus_Eumenides-86
Aeschylus,9.10E-05,Aeschylus_Eumenides-87
Aeschylus,9.10E-05,Aeschylus_Eumenides-88
Aeschylus,9.10E-05,Aeschylus_Eumenides-89
Aeschylus,9.10E-05,Aeschylus_Eumenides-90
Aeschylus,9.10E-05,Aeschylus_Eumenides-91
Aeschylus,9.10E-05,Aeschylus_Eumenides-92
Aeschylus,9.10E-05,Aeschylus_Eumenides-93
Aeschylus,9.10E-05,Aeschylus_Eumenides-94
Aeschylus,9.10E-05,Aeschylus_Eumenides-95
Aeschylus,9.10E-05,Aeschylus_Eumenides-96
Aeschylus,9.10E-05,Aeschylus_Eumenides-97
Aeschylus,9.10E-05,Aeschylus_Eumenides-98
Aeschylus,9.10E-05,Aeschylus_Eumenides-99
Aeschylus,9.10E-05,Aeschylus_Eumenides-100
Aeschylus,9.10E-05,Aeschylus_Eumenides-101
Aeschylus,9.10E-05,Aeschylus_Eumenides-102
Aeschylus,9.10E-05,Aeschylus_Eumenides-103
Aeschylus,9.10E-05,Aeschylus_Eumenides-104
Aeschylus,9.10E-05,Aeschylus_Eumenides-105
Aeschylus,9.10E-05,Aeschylus_Eumenides-106
Aeschylus,9.10E-05,Aeschylus_Eumenides-107
Aeschylus,9.10E-05,Aeschylus_Eumenides-108
Aeschylus,9.10E-05,Aeschylus_Eumenides-109
Aeschylus,9.10E-05,Aeschylus_Eumenides-110
Aeschylus,9.10E-05,Aeschylus_Eumenides-111
Aeschylus,9.10E-05,Aeschylus_Eumenides-112
Aeschylus,9.10E-05,Aeschylus_Eumenides-113
Aeschylus,9.10E-05,Aeschylus_Eumenides-114
Aeschylus,9.10E-05,Aeschylus_Eumenides-115
Aeschylus,9.10E-05,Aeschylus_Eumenides-116
Aeschylus,9.10E-05,Aeschylus_Eumenides-117
Aeschylus,9.10E-05,Aeschylus_Eumenides-118
Aeschylus,9.10E-05,Aeschylus_Eumenides-119
Aeschylus,9.10E-05,Aeschylus_Eumenides-120
Aeschylus,9.10E-05,Aeschylus_Eumenides-121
Aeschylus,9.10E-05,Aeschylus_Eumenides-122
Aeschylus,9.10E-05,Aeschylus_Eumenides-123
Aeschylus,9.10E-05,Aeschylus_Persians-1
Aeschylus,9.10E-05,Aeschylus_Persians-2
Aeschylus,9.10E-05,Aeschylus_Persians-3
Aeschylus,9.10E-05,Aeschylus_Persians-4
Aeschylus,9.10E-05,Aeschylus_Persians-5
Aeschylus,9.10E-05,Aeschylus_Persians-6
Aeschylus,9.10E-05,Aeschylus_Persians-7
Aeschylus,9.10E-05,Aeschylus_Persians-8
Aeschylus,9.10E-05,Aeschylus_Persians-9
Aeschylus,9.10E-05,Aeschylus_Persians-10
Aeschylus,9.10E-05,Aeschylus_Persians-11
Aeschylus,9.10E-05,Aeschylus_Persians-12
Aeschylus,9.10E-05,Aeschylus_Persians-13
Aeschylus,9.10E-05,Aeschylus_Persians-14
Aeschylus,9.10E-05,Aeschylus_Persians-15
Aeschylus,9.10E-05,Aeschylus_Persians-16
Aeschylus,9.10E-05,Aeschylus_Persians-17
Aeschylus,9.10E-05,Aeschylus_Persians-18
Aeschylus,9.10E-05,Aeschylus_Persians-19
Aeschylus,9.10E-05,Aeschylus_Persians-20
Aeschylus,9.10E-05,Aeschylus_Persians-21
Aeschylus,9.10E-05,Aeschylus_Persians-22
Aeschylus,9.10E-05,Aeschylus_Persians-23
Aeschylus,9.10E-05,Aeschylus_Persians-24
Aeschylus,9.10E-05,Aeschylus_Persians-25
Aeschylus,9.10E-05,Aeschylus_Persians-26
Aeschylus,9.10E-05,Aeschylus_Persians-27
Aeschylus,9.10E-05,Aeschylus_Persians-28
Aeschylus,9.10E-05,Aeschylus_Persians-29
Aeschylus,9.10E-05,Aeschylus_Persians-30
Aeschylus,9.10E-05,Aeschylus_Persians-31
Aeschylus,9.10E-05,Aeschylus_Persians-32
Aeschylus,9.10E-05,Aeschylus_Persians-33
Aeschylus,9.10E-05,Aeschylus_Persians-34
Aeschylus,9.10E-05,Aeschylus_Persians-35
Aeschylus,9.10E-05,Aeschylus_Persians-36
Aeschylus,9.10E-05,Aeschylus_Persians-37
Aeschylus,9.10E-05,Aeschylus_Persians-38
Aeschylus,9.10E-05,Aeschylus_Persians-39
Aeschylus,9.10E-05,Aeschylus_Persians-40
Aeschylus,9.10E-05,Aeschylus_Persians-41
Aeschylus,9.10E-05,Aeschylus_Persians-42
Aeschylus,9.10E-05,Aeschylus_Persians-43
Aeschylus,9.10E-05,Aeschylus_Persians-44
Aeschylus,9.10E-05,Aeschylus_Persians-45
Aeschylus,9.10E-05,Aeschylus_Persians-46
Aeschylus,9.10E-05,Aeschylus_Persians-47
Aeschylus,9.10E-05,Aeschylus_Persians-48
Aeschylus,9.10E-05,Aeschylus_Persians-49
Aeschylus,9.10E-05,Aeschylus_Persians-50
Aeschylus,9.10E-05,Aeschylus_Persians-51
Aeschylus,9.10E-05,Aeschylus_Persians-52
Aeschylus,9.10E-05,Aeschylus_Persians-53
Aeschylus,9.10E-05,Aeschylus_Persians-54
Aeschylus,9.10E-05,Aeschylus_Persians-55
Aeschylus,9.10E-05,Aeschylus_Persians-56
Aeschylus,9.10E-05,Aeschylus_Persians-57
Aeschylus,9.10E-05,Aeschylus_Persians-58
Aeschylus,9.10E-05,Aeschylus_Persians-59
Aeschylus,9.10E-05,Aeschylus_Persians-60
Aeschylus,9.10E-05,Aeschylus_Persians-61
Aeschylus,9.10E-05,Aeschylus_Persians-62
Aeschylus,9.10E-05,Aeschylus_Persians-63
