"","x"
"336","#-coord-c-pred_co-v-obj-n-atr-l"
"337","pred_co-v-adv-d"
"338","pred_co-v-adv-d"
"339","adv-n-atr-n"
"340","adv-n-atr-n"
"341","adv_co-v-obj-n-atr-l"
"342","adv_co-v-obj-n-atr-l"
"343","adv_co-n-atr-l"
"344","adv_co-n-atr-l"
"345","obj-v-sbj-p"
"346","obj-v-sbj-p"
"347","coord-c-pred_co-v-sbj-n"
"348","coord-c-pred_co-v-sbj-n"
"349","pred_co-v-auxp-r-adv-n"
"350","pred_co-v-auxp-r-adv-n"
"351","coord-c-pred_co-v-adv-d"
"352","coord-c-pred_co-v-adv-d"
"353","adv-v-sbj-p"
"354","adv-v-sbj-p"
"355","pred_co-v-coord-c"
"356","pred_co-v-coord-c"
"357","coord-c-adv_co-v-obj-n-atr-l"
"358","coord-c-adv_co-v-obj-n-atr-l"
"359","coord-c-pred_co-v-auxp-r-adv-n"
"360","coord-c-pred_co-v-auxp-r-adv-n"
"361","obj-v-auxp-r-adv-n"
"362","obj-v-auxp-r-adv-n"
"363","coord-c-adv-v"
"364","coord-c-adv-v"
"365","coord-c-pred_co-v-coord-c"
"366","coord-c-pred_co-v-coord-c"
"367","sbj-l"
"368","sbj-l"
"369","coord-c-coord-c-auxy-d"
"370","coord-c-coord-c-auxy-d"
"371","#-coord-c-coord-c"
"372","#-coord-c-coord-c"
"373","#-coord-c-pred_co-v-sbj-n"
"374","#-coord-c-pred_co-v-sbj-n"
"375","pnom_co-a"
"376","pnom_co-a"
"377","pred-v-sbj-v"
"378","pred-v-sbj-v"
"379","#-pred-v-sbj-v"
"380","#-pred-v-sbj-v"
"381","auxc-c-coord-c"
"382","auxc-c-coord-c"
"383","#-pred-v-auxz-d"
"384","#-pred-v-auxz-d"
"385","pred-v-auxz-d"
"386","pred-v-auxz-d"
"387","#-pred-v-auxp-r-adv-n-atr-l"
"388","#-pred-v-auxp-r-adv-n-atr-l"
"389","pred-v-auxp-r-adv-n-atr-l"
"390","pred-v-auxp-r-adv-n-atr-l"
"391","obj-v-adv-d"
"392","obj-v-adv-d"
"393","coord-c-pnom_co-a"
"394","coord-c-pnom_co-a"
"395","obj-v-obj-v"
"396","obj-v-obj-v"
"397","#-pred-v-coord-c-obj_co-v"
"398","#-pred-v-coord-c-obj_co-v"
"399","pred-v-coord-c-obj_co-v"
"400","pred-v-coord-c-obj_co-v"
"401","#-coord-c-pred_co-v-obj-v"
"402","#-coord-c-pred_co-v-obj-v"
"403","atr-v-obj-p"
"404","atr-v-obj-p"
"405","#-coord-c-pred_co-v-adv-d"
"406","#-coord-c-pred_co-v-adv-d"
"407","auxp-r-adv-v"
"408","auxp-r-adv-v"
"409","adv-v-adv-v"
"410","adv-v-adv-v"
"411","auxp-r-adv-n-atr-n"
"412","auxp-r-adv-n-atr-n"
"413","atr-n-atr-a"
"414","atr-n-atr-a"
"415","auxc-c-adv-v-auxp-r"
"416","auxc-c-adv-v-auxp-r"
"417","auxp-r-adv-v-atr-l"
"418","auxp-r-adv-v-atr-l"
"419","adv-v-auxp-r-obj-n"
"420","adv-v-auxp-r-obj-n"
"421","#-coord-c-pred_co-v-coord-c"
"422","#-coord-c-pred_co-v-coord-c"
"423","obj-v-sbj-n-atr-l"
"424","obj-v-sbj-n-atr-l"
"425","obj_co-v-auxp-r"
"426","obj_co-v-auxp-r"
"427","#-coord-c-pred_co-v-auxp-r-adv-n"
"428","#-coord-c-pred_co-v-auxp-r-adv-n"
"429","obj-v-coord-c"
"430","obj-v-coord-c"
"431","obj-v-auxc-c"
"432","obj-v-auxc-c"
"433","coord-c-sbj-n-atr-l"
"434","coord-c-sbj-n-atr-l"
"435","auxz-i"
"436","auxz-i"
"437","#-pred-"
"438","#-pred-"
"439","pred-"
"440","pred-"
"441","#-pred-v-pnom-a"
"442","#-pred-v-pnom-a"
"443","pred-v-pnom-a"
"444","pred-v-pnom-a"
"445","exd-n-auxz-i"
"446","exd-n-auxz-i"
"447","adv_co-v-auxp-r-adv-n"
"448","adv_co-v-auxp-r-adv-n"
"449","coord-c-adv_co-n-atr-l"
"450","coord-c-adv_co-n-atr-l"
"451","coord-c-auxc-c"
"452","coord-c-auxc-c"
"453","obj-v-adv-v"
"454","obj-v-adv-v"
"455","adv_co-v-adv-d"
"456","adv_co-v-adv-d"
"457","coord-c-adv_co-v-auxp-r-adv-n"
"458","coord-c-adv_co-v-auxp-r-adv-n"
"459","sbj-v-atr-l"
"460","sbj-v-atr-l"
"461","coord-c-obj_co-v-auxp-r"
"462","coord-c-obj_co-v-auxp-r"
"463","adv_co-v-obj-v"
"464","adv_co-v-obj-v"
"465","adv-v-coord-c-obj_co-n"
"466","adv-v-coord-c-obj_co-n"
"467","coord-c-adv_co-v-adv-d"
"468","coord-c-adv_co-v-adv-d"
"469","adv-v-obj-n-atr-a"
"470","adv-v-obj-n-atr-a"
"471","obj-n-atr-p"
"472","obj-n-atr-p"
"473","auxc-c-adv-v-obj-v"
"474","auxc-c-adv-v-obj-v"
"475","obj-v-pnom-a"
"476","obj-v-pnom-a"
"477","obj-l"
"478","obj-l"
"479","pred-v-adv-v-obj-n-atr-l"
"480","pred-v-adv-v-obj-n-atr-l"
"481","#-pred-v-adv-v-obj-n-atr-l"
"482","#-pred-v-adv-v-obj-n-atr-l"
"483","coord-c-adv_co-v-obj-v"
"484","coord-c-adv_co-v-obj-v"
"485","pred-v-adv-v-obj-v"
"486","pred-v-adv-v-obj-v"
"487","#-pred-v-adv-v-obj-v"
"488","#-pred-v-adv-v-obj-v"
"489","adv-v-auxc-c"
"490","adv-v-auxc-c"
"491","auxc-c-adv-v-sbj-n"
"492","auxc-c-adv-v-sbj-n"
"493","pnom-v"
"494","pnom-v"
"495","obj_co-v-obj-n-atr-l"
"496","obj_co-v-obj-n-atr-l"
"497","auxp-r-obj-p"
"498","auxp-r-obj-p"
"499","auxc-c-adv-v-adv-v"
"500","auxc-c-adv-v-adv-v"
"501","adv_co-v-sbj-n"
"502","adv_co-v-sbj-n"
"503","adv-v-adv-n"
"504","adv-v-adv-n"
"505","coord-c-obj_co-v-obj-n-atr-l"
"506","coord-c-obj_co-v-obj-n-atr-l"
"507","sbj-v-auxp-r"
"508","sbj-v-auxp-r"
"509","sbj-n-atr-v"
"510","sbj-n-atr-v"
"511","adv-v-coord-c-obj_co-v"
"512","adv-v-coord-c-obj_co-v"
"513","#-coord-c-adv-v"
"514","#-coord-c-adv-v"
"515","adv-n-atr-v"
"516","adv-n-atr-v"
"517","atr-v-atr-l"
"518","atr-v-atr-l"
"519","auxc-c-adv-v-obj-n"
"520","auxc-c-adv-v-obj-n"
"521","pred_co-v-obj-p"
"522","pred_co-v-obj-p"
"523","#-pred-v-exd-n"
"524","#-pred-v-exd-n"
"525","pred-v-exd-n"
"526","pred-v-exd-n"
"527","coord-c-adv_co-v-sbj-n"
"528","coord-c-adv_co-v-sbj-n"
"529","adv-v-coord-c-auxy-d"
"530","adv-v-coord-c-auxy-d"
"531","adv-v-pnom-a"
"532","adv-v-pnom-a"
"533","atr-v-auxp-r-adv-n"
"534","atr-v-auxp-r-adv-n"
"535","pred-v-obj-v-auxp-r"
"536","pred-v-obj-v-auxp-r"
"537","#-pred-v-obj-v-auxp-r"
"538","#-pred-v-obj-v-auxp-r"
"539","adv-v-auxp-r-obj-n-atr-l"
"540","adv-v-auxp-r-obj-n-atr-l"
"541","sbj-a-atr-l"
"542","sbj-a-atr-l"
"543","adv-n-atr-n-atr-l"
"544","adv-n-atr-n-atr-l"
"545","#-coord-c-sbj-n"
"546","#-coord-c-sbj-n"
"547","obj-n-auxp-r"
"548","obj-n-auxp-r"
"549","#-pred-v-coord-c-adv_co-v-obj-n"
"550","#-pred-v-coord-c-adv_co-v-obj-n"
"551","pred-v-coord-c-adv_co-v-obj-n"
"552","pred-v-coord-c-adv_co-v-obj-n"
"553","pred_co-v-auxc-c"
"554","pred_co-v-auxc-c"
"555","coord-c-pred_co-v-obj-p"
"556","coord-c-pred_co-v-obj-p"
"557","obj_co-n-atr-a"
"558","obj_co-n-atr-a"
"559","obj-v-auxp-r-adv-n-atr-l"
"560","obj-v-auxp-r-adv-n-atr-l"
"561","pred-v-adv-v-auxp-r-adv-n"
"562","pred-v-adv-v-auxp-r-adv-n"
"563","atr-v-obj-n"
"564","atr-v-obj-n"
"565","#-pred-v-adv-v-auxp-r-adv-n"
"566","#-pred-v-adv-v-auxp-r-adv-n"
"567","atr-a-atr-l"
"568","atr-a-atr-l"
"569","pred_co-v-coord-c-adv_co-v"
"570","pred_co-v-coord-c-adv_co-v"
"571","obj-v-auxz-d"
"572","obj-v-auxz-d"
"573","pred_co-v-auxp-r-adv-n-atr-l"
"574","pred_co-v-auxp-r-adv-n-atr-l"
"575","#-pred-v-exd-n-auxz-i"
"576","#-pred-v-exd-n-auxz-i"
"577","pred-v-exd-n-auxz-i"
"578","pred-v-exd-n-auxz-i"
"579","coord-c-obj_co-n-atr-a"
"580","coord-c-obj_co-n-atr-a"
"581","coord-c-pred_co-v-auxc-c"
"582","coord-c-pred_co-v-auxc-c"
"583","sbj-n-atr-n-atr-l"
"584","sbj-n-atr-n-atr-l"
"585","adv-v-obj-v-auxp-r"
"586","adv-v-obj-v-auxp-r"
"587","coord-c-pred_co-v-auxp-r-adv-n-atr-l"
"588","coord-c-pred_co-v-auxp-r-adv-n-atr-l"
"589","pred_co-v-sbj-n-atr-l"
"590","pred_co-v-sbj-n-atr-l"
"591","auxc-c-adv-v-sbj-p"
"592","auxc-c-adv-v-sbj-p"
"593","pred-v-adv-v-adv-d"
"594","pred-v-adv-v-adv-d"
"595","obj-v-pnom-n"
"596","obj-v-pnom-n"
"597","#-pred-v-adv-v-adv-d"
"598","#-pred-v-adv-v-adv-d"
"599","apos-u"
"600","apos-u"
"601","coord-c-pred_co-v-coord-c-adv_co-v"
"602","coord-c-pred_co-v-coord-c-adv_co-v"
"603","pred_co-v-adv-v-obj-n"
"604","pred_co-v-adv-v-obj-n"
"605","pred-v-auxp-r-obj-n"
"606","pred-v-auxp-r-obj-n"
"607","coord-c-pred_co-v-sbj-n-atr-l"
"608","coord-c-pred_co-v-sbj-n-atr-l"
"609","#-pred-v-auxp-r-obj-n"
"610","#-pred-v-auxp-r-obj-n"
"611","#-pred-v-coord-c-adv_co-v-auxp-r"
"612","#-pred-v-coord-c-adv_co-v-auxp-r"
"613","pred-v-coord-c-adv_co-v-auxp-r"
"614","pred-v-coord-c-adv_co-v-auxp-r"
"615","#-pred-v-sbj-n-atr-a"
"616","#-pred-v-sbj-n-atr-a"
"617","pred-v-sbj-n-atr-a"
"618","pred-v-sbj-n-atr-a"
"619","pred-v-auxp-r-adv-p"
"620","pred-v-auxp-r-adv-p"
"621","atr-n-atr-n"
"622","atr-n-atr-n"
"623","atr-v-sbj-p"
"624","atr-v-sbj-p"
"625","#-pred-v-auxp-r-adv-p"
"626","#-pred-v-auxp-r-adv-p"
"627","coord-c-pred_co-v-adv-v-obj-n"
"628","coord-c-pred_co-v-adv-v-obj-n"
"629","coord-c-sbj-p"
"630","coord-c-sbj-p"
"631","obj-v-auxy-d"
"632","obj-v-auxy-d"
"633","pnom-p"
"634","pnom-p"
"635","adv-"
"636","adv-"
"637","pred_co-v-obj-n-atr-a"
"638","pred_co-v-obj-n-atr-a"
"639","atr-v-adv-d"
"640","atr-v-adv-d"
"641","auxp-r-adv-a-atr-l"
"642","auxp-r-adv-a-atr-l"
"643","auxp-r-coord-c-adv_co-n-atr-l"
"644","auxp-r-coord-c-adv_co-n-atr-l"
"645","coord-c-pred_co-v-obj-n-atr-a"
"646","coord-c-pred_co-v-obj-n-atr-a"
"647","pred_co-v-auxz-d"
"648","pred_co-v-auxz-d"
"649","adv-v-obj-a"
"650","adv-v-obj-a"
"651","adv-v-auxp-r-adv-p"
"652","adv-v-auxp-r-adv-p"
"653","#-coord-c-pred_co-v-obj-p"
"654","#-coord-c-pred_co-v-obj-p"
"655","adv_co-v-auxp-r-adv-n-atr-l"
"656","adv_co-v-auxp-r-adv-n-atr-l"
"657","#-coord-c-pred_co-v-sbj-n-atr-l"
"658","#-coord-c-pred_co-v-sbj-n-atr-l"
"659","pred_co-v-adv-v-auxp-r"
"660","pred_co-v-adv-v-auxp-r"
"661","auxc-c-adv-v-obj-p"
"662","auxc-c-adv-v-obj-p"
"663","auxc-c-coord-c-auxy-d"
"664","auxc-c-coord-c-auxy-d"
"665","coord-c-pred_co-v-auxz-d"
"666","coord-c-pred_co-v-auxz-d"
"667","#-pred-v-obj-n-atr-a"
"668","#-pred-v-obj-n-atr-a"
"669","pred-v-obj-n-atr-a"
"670","pred-v-obj-n-atr-a"
"671","auxp-r-adv-n-atr-n-atr-l"
"672","auxp-r-adv-n-atr-n-atr-l"
"673","coord-c-adv_co-v-auxp-r-adv-n-atr-l"
"674","coord-c-adv_co-v-auxp-r-adv-n-atr-l"
"675","obj_co-a"
"676","obj_co-a"
"677","coord-c-pred_co-v-adv-v-auxp-r"
"678","coord-c-pred_co-v-adv-v-auxp-r"
"679","obj-v-obj-n-atr-a"
"680","obj-v-obj-n-atr-a"
"681","adv_co-v-obj-p"
"682","adv_co-v-obj-p"
"683","obj-p-atr-a"
"684","obj-p-atr-a"
"685","pred-v-adv-a"
"686","pred-v-adv-a"
"687","#-pred-v-adv-a"
"688","#-pred-v-adv-a"
"689","obj-v-obj-a"
"690","obj-v-obj-a"
"691","auxp-r-adv-n-atr-v"
"692","auxp-r-adv-n-atr-v"
"693","adv_co-v-auxz-d"
"694","adv_co-v-auxz-d"
"695","#-pred-v-coord-c-sbj_co-v"
"696","#-pred-v-coord-c-sbj_co-v"
"697","pred-v-coord-c-sbj_co-v"
"698","pred-v-coord-c-sbj_co-v"
"699","coord-c-obj_co-a"
"700","coord-c-obj_co-a"
"701","sbj-v-obj-n"
"702","sbj-v-obj-n"
"703","auxc-c-adv-"
"704","auxc-c-adv-"
"705","coord-c-adv_co-v-obj-p"
"706","coord-c-adv_co-v-obj-p"
"707","#-pred-v-sbj-n-atr-n"
"708","#-pred-v-sbj-n-atr-n"
"709","pred-v-sbj-n-atr-n"
"710","pred-v-sbj-n-atr-n"
"711","atv-a"
"712","atv-a"
"713","ocomp-a"
"714","ocomp-a"
"715","obj-v-auxc-c-adv-v"
"716","obj-v-auxc-c-adv-v"
"717","#-coord-c-pred_co-v-coord-c-adv_co-v"
"718","#-coord-c-pred_co-v-coord-c-adv_co-v"
"719","#-coord-c-pred_co-v-adv-v-obj-n"
"720","#-coord-c-pred_co-v-adv-v-obj-n"
"721","obj-v-auxp-r-obj-n"
"722","obj-v-auxp-r-obj-n"
"723","obj-n-coord-c"
"724","obj-n-coord-c"
"725","exd-n-atr-n"
"726","exd-n-atr-n"
"727","#-coord-c-pred_co-v-auxp-r-adv-n-atr-l"
"728","#-coord-c-pred_co-v-auxp-r-adv-n-atr-l"
"729","pred_co-v-auxp-r-obj-n"
"730","pred_co-v-auxp-r-obj-n"
"731","#-pred-v-adv-v-sbj-n"
"732","#-pred-v-adv-v-sbj-n"
"733","pred-v-adv-v-sbj-n"
"734","pred-v-adv-v-sbj-n"
"735","obj_co-v-adv-d"
"736","obj_co-v-adv-d"
"737","coord-c-pred_co-v-auxp-r-obj-n"
"738","coord-c-pred_co-v-auxp-r-obj-n"
"739","#-coord-c-pred_co-v-obj-n-atr-a"
"740","#-coord-c-pred_co-v-obj-n-atr-a"
"741","#-coord-c-pred_co-v-auxc-c"
"742","#-coord-c-pred_co-v-auxc-c"
"743","#-pred-v-auxc-c-coord-c-adv_co-v"
"744","#-pred-v-auxc-c-coord-c-adv_co-v"
"745","pred-v-auxc-c-coord-c-adv_co-v"
"746","pred-v-auxc-c-coord-c-adv_co-v"
"747","coord-c-adv_co-v-auxz-d"
"748","coord-c-adv_co-v-auxz-d"
"749","#-pred-v-obj-v-obj-n"
"750","#-pred-v-obj-v-obj-n"
"751","pred-v-obj-v-obj-n"
"752","pred-v-obj-v-obj-n"
"753","coord-c-coord-c-obj_co-v"
"754","coord-c-coord-c-obj_co-v"
"755","sbj_co-n-atr-l"
"756","sbj_co-n-atr-l"
"757","#-pred--auxy-d"
"758","#-pred--auxy-d"
"759","pred--auxy-d"
"760","pred--auxy-d"
"761","#-coord-c-coord-c-adv_co-v"
"762","#-coord-c-coord-c-adv_co-v"
"763","atr-v-obj-v"
"764","atr-v-obj-v"
"765","auxp-r-adv_co-n"
"766","auxp-r-adv_co-n"
"767","#-coord-c-pred_co-v-adv-v-auxp-r"
"768","#-coord-c-pred_co-v-adv-v-auxp-r"
"769","pred-v-adv-v-coord-c"
"770","pred-v-adv-v-coord-c"
"771","pnom_co-n"
"772","pnom_co-n"
"773","coord-c-adv-d"
"774","coord-c-adv-d"
"775","#-pred-v-adv-v-coord-c"
"776","#-pred-v-adv-v-coord-c"
"777","obj-n-auxp-r-atr-n"
"778","obj-n-auxp-r-atr-n"
"779","atr-d"
"780","atr-d"
"781","auxc-c-adv-v-auxz-d"
"782","auxc-c-adv-v-auxz-d"
"783","coord-c-sbj_co-n-atr-l"
"784","coord-c-sbj_co-n-atr-l"
"785","adv_co-v-coord-c"
"786","adv_co-v-coord-c"
"787","auxc-c-adv-v-coord-c"
"788","auxc-c-adv-v-coord-c"
"789","adv-v-obj-v-obj-n"
"790","adv-v-obj-v-obj-n"
"791","obj_co-v-adv-v"
"792","obj_co-v-adv-v"
